time,disMax,disMin,disAvg,disInter,disStd,speedAvg,vMax,vMaxPos,vMin,vAvg,vInter,vStd,vEqualPer,vPre5,vPre5DivVmax,vPre5DivVmin,vPost10,vPost10DivVmax,vPost10DivVmin,vdMax,vdMin,vdInter,vdAvg,vdStd,vdEqualPer,yMax,yMin,yAvg,yStd,yInter,yTotalDis,yv,yTotalDisAvg,yDisMax,yDisEqualPer,yvAvg,yvStd
3.0,17.0,0.0,2.73,17.0,3.25,0.06,1.13,0.2,0.0,0.17,1.13,0.24,0.0,0.1,1.02,0.1,0.01,1.12,0.01,0.81,0.0,0.81,0.12,0.15,0.01,0.0,-9.0,-6.68,2.6,9.0,13.0,0.0,0.14,3.0,0.89,0.01,0.03
0.51,31.0,0.0,1.71,31.0,5.3,0.12,2.58,0.41,0.0,0.19,2.58,0.53,0.14,0.0,2.58,0.0,0.0,2.58,0.0,2.58,0.0,2.58,0.39,0.72,0.5,5.0,0.0,3.33,2.26,5.0,5.0,0.01,0.14,3.0,0.91,0.02,0.05
0.94,8.0,0.0,0.94,8.0,1.11,0.19,3.0,0.17,0.0,0.44,3.0,0.48,0.28,0.16,2.84,0.16,0.02,2.98,0.02,2.5,0.0,2.5,0.34,0.42,0.29,3.0,-1.0,1.1,1.32,4.0,7.0,0.01,0.04,1.0,0.96,0.01,0.09
2.77,58.0,0.0,4.4,58.0,8.95,0.08,1.71,0.1,0.0,0.18,1.71,0.29,0.0,0.16,1.54,0.16,0.01,1.69,0.01,1.22,0.0,1.22,0.15,0.22,0.04,16.0,0.0,7.3,5.39,16.0,16.0,0.01,0.31,2.0,0.71,0.01,0.03
3.0,4.0,0.0,1.46,4.0,0.76,0.01,0.38,0.29,0.0,0.12,0.38,0.11,0.04,0.07,0.3,0.07,0.0,0.37,0.0,0.25,0.0,0.25,0.09,0.08,0.06,15.0,0.0,10.2,5.21,15.0,15.0,0.0,0.19,2.0,0.82,0.02,0.05
3.0,14.0,0.0,1.06,14.0,2.62,0.06,1.83,0.05,0.0,0.07,1.83,0.22,0.63,0.66,1.18,0.66,0.0,1.83,0.0,0.92,0.0,0.92,0.04,0.11,0.65,0.0,-14.0,-6.89,3.56,14.0,30.0,0.01,0.15,2.0,0.87,0.01,0.03
1.12,11.0,1.0,4.38,10.0,3.6,0.16,3.0,0.03,0.0,0.46,3.0,0.55,0.03,1.63,1.38,1.62,0.02,2.98,0.01,2.2,0.0,2.2,0.19,0.35,0.03,13.0,0.0,9.76,4.83,13.0,13.0,0.01,0.33,2.0,0.75,0.03,0.05
0.42,5.0,1.0,2.38,4.0,1.11,0.24,0.57,0.26,0.02,0.29,0.56,0.15,0.17,0.04,0.53,0.02,0.16,0.41,0.14,0.38,0.0,0.38,0.13,0.1,0.2,4.0,0.0,0.98,1.07,4.0,4.0,0.01,0.1,2.0,0.93,0.01,0.05
2.28,7.0,1.0,2.25,6.0,1.62,0.07,0.41,0.26,0.0,0.14,0.41,0.1,0.06,0.3,0.11,0.3,0.01,0.4,0.01,0.24,0.0,0.24,0.07,0.06,0.04,1.0,-4.0,-1.69,1.72,5.0,9.0,0.0,0.12,2.0,0.89,0.01,0.03
3.0,4.0,1.0,1.62,3.0,0.76,0.05,0.25,0.21,0.0,0.09,0.25,0.05,0.12,0.15,0.1,0.15,0.01,0.24,0.01,0.13,0.0,0.13,0.03,0.03,0.25,0.0,-3.0,-2.22,1.24,3.0,4.0,0.0,0.04,1.0,0.96,0.0,0.01
1.46,5.0,0.0,1.65,5.0,1.26,0.07,0.43,0.03,0.0,0.11,0.43,0.09,0.09,0.29,0.14,0.29,0.01,0.42,0.01,0.23,0.0,0.23,0.06,0.05,0.17,32.0,-1.0,16.94,11.16,33.0,34.0,0.02,0.52,2.0,0.5,0.03,0.03
1.34,31.0,1.0,6.07,30.0,7.5,0.06,0.6,0.07,0.0,0.11,0.59,0.15,0.0,0.6,0.0,0.59,0.01,0.58,0.01,0.4,0.0,0.4,0.08,0.1,0.0,6.0,0.0,2.4,2.44,6.0,12.0,0.01,0.86,6.0,0.57,0.02,0.03
1.08,12.0,1.0,2.42,11.0,2.54,0.07,3.0,0.23,0.0,0.29,3.0,0.53,0.03,0.14,2.86,0.14,0.02,2.98,0.02,2.5,0.0,2.5,0.3,0.6,0.0,0.0,-1.0,-0.34,0.47,1.0,1.0,0.0,0.03,1.0,0.97,0.0,0.02
3.0,4.0,0.0,1.07,4.0,0.55,0.02,0.25,0.06,0.0,0.07,0.25,0.05,0.1,0.02,0.23,0.02,0.0,0.25,0.0,0.25,0.0,0.25,0.05,0.05,0.12,7.0,0.0,3.61,1.86,7.0,7.0,0.0,0.1,1.0,0.9,0.01,0.03
0.18,12.0,1.0,2.7,11.0,1.76,0.92,4.0,0.42,0.2,1.34,3.8,0.89,0.25,0.29,3.71,0.09,0.45,3.55,0.25,3.0,0.0,3.0,0.64,0.71,0.24,8.0,0.0,2.75,2.84,8.0,8.0,0.05,0.13,1.0,0.87,0.05,0.14
3.0,16.0,0.0,2.25,16.0,2.57,0.05,0.67,0.01,0.0,0.13,0.67,0.14,0.25,0.41,0.25,0.41,0.0,0.66,0.0,0.18,0.0,0.18,0.04,0.04,0.22,2.0,-4.0,0.27,1.94,6.0,16.0,0.0,0.19,1.0,0.81,0.01,0.02
3.0,6.0,0.0,0.62,6.0,1.13,0.04,0.56,0.01,0.0,0.04,0.56,0.08,0.55,0.17,0.38,0.17,0.01,0.54,0.01,0.56,0.0,0.56,0.03,0.06,0.55,0.0,-25.0,-20.54,5.78,25.0,34.0,0.01,0.13,3.0,0.88,0.01,0.03
1.14,7.0,1.0,2.52,6.0,1.82,0.18,0.88,0.09,0.0,0.31,0.87,0.24,0.21,0.47,0.4,0.47,0.02,0.85,0.02,0.44,0.0,0.44,0.11,0.11,0.1,3.0,0.0,1.92,1.42,3.0,3.0,0.0,0.04,1.0,0.96,0.0,0.02
1.47,6.0,1.0,2.33,5.0,1.25,0.11,1.0,0.06,0.0,0.27,1.0,0.19,0.19,0.69,0.31,0.69,0.02,0.98,0.02,0.5,0.0,0.5,0.11,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.13,17.0,0.0,1.73,17.0,2.28,0.2,3.0,0.17,0.0,0.84,3.0,0.76,0.14,0.54,2.46,0.54,0.02,2.98,0.02,2.0,0.0,2.0,0.52,0.53,0.28,33.0,0.0,22.39,10.33,33.0,51.0,0.05,0.39,3.0,0.69,0.19,0.39
3.0,3.0,1.0,1.54,2.0,0.57,0.02,0.43,0.11,0.0,0.16,0.43,0.11,0.02,0.1,0.33,0.1,0.0,0.43,0.0,0.32,0.0,0.32,0.11,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4,9.0,0.0,5.0,9.0,2.58,0.23,1.67,0.22,0.0,0.7,1.67,0.44,0.06,0.67,1.0,0.67,0.01,1.66,0.01,1.0,0.0,1.0,0.35,0.27,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.57,14.0,0.0,3.39,14.0,3.34,0.12,3.5,0.15,0.0,0.42,3.5,0.54,0.11,0.9,2.6,0.9,0.01,3.49,0.01,3.5,0.0,3.5,0.2,0.48,0.1,19.0,0.0,15.35,4.65,19.0,24.0,0.01,0.26,4.0,0.83,0.03,0.09
1.72,4.0,0.0,1.96,4.0,0.93,0.09,1.0,0.31,0.0,0.24,1.0,0.16,0.06,0.15,0.85,0.15,0.01,0.99,0.01,0.86,0.0,0.86,0.12,0.13,0.12,4.0,0.0,1.2,0.95,4.0,8.0,0.0,0.1,1.0,0.9,0.01,0.04
1.23,6.0,0.0,1.31,6.0,0.71,0.19,2.0,0.05,0.0,0.42,2.0,0.32,0.17,0.39,1.61,0.39,0.05,1.95,0.05,1.8,0.0,1.8,0.25,0.29,0.14,0.0,-15.0,-9.66,3.48,15.0,15.0,0.01,0.08,3.0,0.93,0.02,0.09
1.43,2.0,0.0,0.98,2.0,0.2,0.13,1.0,0.03,0.0,0.33,1.0,0.24,0.15,0.22,0.78,0.22,0.02,0.98,0.02,1.0,0.0,1.0,0.21,0.25,0.19,0.0,-5.0,-3.46,1.24,5.0,9.0,0.01,0.05,1.0,0.95,0.02,0.08
1.32,12.0,1.0,4.23,11.0,3.02,0.11,0.75,0.2,0.0,0.24,0.75,0.21,0.0,0.17,0.57,0.17,0.01,0.74,0.0,0.44,0.01,0.43,0.11,0.11,0.03,15.0,0.0,7.25,4.21,15.0,19.0,0.01,0.54,2.0,0.57,0.03,0.04
0.99,14.0,1.0,4.1,13.0,4.0,0.09,2.0,0.43,0.01,0.35,1.99,0.47,0.05,0.74,1.26,0.74,0.02,1.98,0.01,1.87,0.0,1.87,0.32,0.54,0.05,0.0,-6.0,-3.23,2.56,6.0,8.0,0.01,0.38,2.0,0.67,0.06,0.21
1.84,9.0,0.0,1.77,9.0,1.39,0.24,4.0,0.18,0.0,0.73,4.0,0.73,0.27,0.29,3.71,0.29,0.04,3.96,0.04,3.0,0.0,3.0,0.37,0.54,0.23,0.0,-31.0,-17.04,7.58,31.0,35.0,0.02,0.14,1.0,0.86,0.06,0.18
2.85,28.0,0.0,4.85,28.0,5.97,0.15,20.0,0.13,0.0,1.32,20.0,3.49,0.02,0.47,19.53,0.47,0.01,19.99,0.01,18.88,0.0,18.88,2.11,4.42,0.01,9.0,-7.0,3.6,4.9,16.0,34.0,0.01,0.4,4.0,0.71,0.12,0.36
0.2,16.0,1.0,4.71,15.0,3.47,0.33,0.88,0.5,0.13,0.5,0.75,0.22,0.15,0.31,0.56,0.19,0.19,0.69,0.06,0.49,0.0,0.49,0.17,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,7.0,0.0,3.03,7.0,2.04,0.06,1.5,0.03,0.0,0.37,1.5,0.32,0.02,0.7,0.8,0.7,0.0,1.5,0.0,1.0,0.0,1.0,0.13,0.17,0.06,15.0,0.0,10.16,4.54,15.0,18.0,0.01,0.27,1.0,0.73,0.03,0.06
1.99,7.0,1.0,2.07,6.0,1.2,0.1,1.0,0.55,0.0,0.24,1.0,0.18,0.12,0.09,0.91,0.09,0.01,0.99,0.01,0.56,0.0,0.56,0.11,0.1,0.13,0.0,-3.0,-2.71,0.8,3.0,3.0,0.0,0.03,2.0,0.98,0.0,0.04
3.0,10.0,0.0,1.66,10.0,1.67,0.06,0.8,0.27,0.0,0.11,0.8,0.15,0.05,0.01,0.79,0.01,0.01,0.79,0.01,0.66,0.0,0.66,0.1,0.13,0.08,0.0,-32.0,-21.61,9.16,32.0,32.0,0.01,0.24,2.0,0.77,0.02,0.04
1.71,4.0,0.0,1.56,4.0,1.35,0.06,0.4,0.1,0.0,0.14,0.4,0.13,0.23,0.03,0.37,0.03,0.0,0.4,0.0,0.4,0.0,0.4,0.13,0.11,0.21,0.0,-4.0,-0.59,1.26,4.0,4.0,0.0,0.06,2.0,0.97,0.01,0.04
3.0,3.0,0.0,1.09,3.0,0.47,0.03,2.0,0.25,0.0,0.38,2.0,0.32,0.14,0.24,1.76,0.24,0.0,2.0,0.0,2.0,0.0,2.0,0.27,0.31,0.21,9.0,0.0,3.89,3.1,9.0,16.0,0.0,0.11,1.0,0.89,0.04,0.15
2.97,4.0,1.0,1.64,3.0,0.91,0.03,0.57,0.78,0.0,0.1,0.57,0.1,0.02,0.12,0.46,0.12,0.0,0.57,0.0,0.48,0.0,0.48,0.08,0.09,0.0,18.0,0.0,5.1,6.32,18.0,18.0,0.01,0.36,3.0,0.74,0.02,0.05
0.95,9.0,0.0,2.88,9.0,2.11,0.1,0.9,0.27,0.0,0.26,0.9,0.22,0.0,0.4,0.5,0.4,0.02,0.88,0.02,0.6,0.01,0.59,0.15,0.12,0.03,12.0,0.0,8.97,2.81,12.0,12.0,0.01,0.36,2.0,0.7,0.03,0.06
0.82,11.0,1.0,4.17,10.0,3.66,0.24,3.0,0.09,0.01,0.56,2.99,0.6,0.16,0.61,2.39,0.6,0.06,2.94,0.06,2.11,0.0,2.11,0.19,0.36,0.21,0.0,-15.0,-12.67,4.43,15.0,15.0,0.02,0.32,2.0,0.77,0.05,0.12
3.0,39.0,0.0,3.35,39.0,5.85,0.07,2.0,0.21,0.0,0.16,2.0,0.29,0.08,0.47,1.53,0.47,0.01,1.99,0.01,1.89,0.0,1.89,0.15,0.3,0.13,5.0,0.0,3.61,1.79,5.0,11.0,0.0,0.14,1.0,0.86,0.01,0.03
3.0,4.0,0.0,1.26,4.0,1.08,0.06,1.5,0.05,0.0,0.18,1.5,0.24,0.2,0.12,1.38,0.12,0.0,1.5,0.0,1.5,0.0,1.5,0.19,0.27,0.24,0.0,-24.0,-16.83,7.91,24.0,24.0,0.01,0.15,2.0,0.88,0.03,0.1
3.0,5.0,0.0,2.12,5.0,1.35,0.04,0.33,0.02,0.0,0.12,0.33,0.09,0.13,0.26,0.08,0.26,0.0,0.33,0.0,0.13,0.0,0.13,0.03,0.03,0.13,29.0,0.0,16.84,9.36,29.0,29.0,0.01,0.32,1.0,0.68,0.02,0.03
3.0,6.0,0.0,1.44,6.0,1.11,0.01,0.4,0.08,0.0,0.08,0.4,0.09,0.06,0.14,0.26,0.14,0.0,0.4,0.0,0.39,0.0,0.39,0.07,0.08,0.06,1.0,-12.0,-1.14,3.33,13.0,14.0,0.0,0.2,2.0,0.82,0.0,0.01
3.0,5.0,0.0,1.64,5.0,0.8,0.07,2.0,0.2,0.0,0.22,2.0,0.21,0.1,0.29,1.71,0.29,0.01,1.99,0.01,1.88,0.0,1.88,0.16,0.26,0.15,19.0,0.0,12.46,4.76,19.0,19.0,0.01,0.14,1.0,0.86,0.02,0.1
2.34,7.0,1.0,2.6,6.0,1.18,0.09,1.25,0.05,0.0,0.32,1.25,0.19,0.14,0.34,0.91,0.34,0.01,1.24,0.0,0.83,0.0,0.83,0.11,0.13,0.11,1.0,0.0,0.02,0.16,1.0,1.0,0.0,0.01,1.0,0.99,0.0,0.0
2.26,25.0,1.0,6.09,24.0,5.64,0.06,1.4,0.22,0.0,0.42,1.4,0.43,0.0,0.47,0.93,0.47,0.0,1.4,0.0,1.32,0.0,1.32,0.3,0.36,0.0,14.0,0.0,8.5,5.33,14.0,17.0,0.01,0.74,5.0,0.57,0.05,0.1
3.0,25.0,1.0,5.8,24.0,5.92,0.14,4.0,0.12,0.0,0.54,4.0,0.66,0.05,1.15,2.85,1.15,0.01,3.99,0.0,2.57,0.0,2.57,0.23,0.41,0.01,0.0,-7.0,-3.07,2.46,7.0,7.0,0.0,0.08,2.0,0.93,0.01,0.03
1.87,11.0,0.0,2.95,11.0,2.67,0.06,2.0,0.82,0.0,0.38,2.0,0.42,0.14,0.33,1.67,0.33,0.0,2.0,0.0,1.77,0.0,1.77,0.26,0.39,0.17,7.0,0.0,3.48,2.41,7.0,17.0,0.01,0.44,3.0,0.62,0.06,0.11
3.0,8.0,0.0,1.93,8.0,1.28,0.04,0.5,0.22,0.0,0.11,0.5,0.08,0.03,0.19,0.31,0.19,0.0,0.5,0.0,0.32,0.0,0.32,0.05,0.05,0.17,15.0,0.0,6.27,3.16,15.0,15.0,0.0,0.16,1.0,0.84,0.01,0.02
3.0,5.0,1.0,1.62,4.0,0.89,0.04,1.0,0.37,0.0,0.18,1.0,0.16,0.05,0.21,0.79,0.21,0.0,1.0,0.0,0.8,0.0,0.8,0.1,0.12,0.09,7.0,-3.0,3.55,3.87,10.0,16.0,0.0,0.11,1.0,0.89,0.01,0.04
0.91,4.0,0.0,2.5,4.0,1.22,0.07,0.25,0.19,0.0,0.15,0.25,0.08,0.08,0.24,0.01,0.24,0.0,0.25,0.0,0.1,0.0,0.1,0.04,0.03,0.17,0.0,-1.0,-0.04,0.19,1.0,1.0,0.0,0.04,1.0,0.96,0.0,0.0
3.0,55.0,1.0,8.96,54.0,12.33,0.04,0.86,0.07,0.0,0.14,0.86,0.21,0.0,0.76,0.1,0.76,0.0,0.86,0.0,0.46,0.0,0.46,0.09,0.13,0.0,14.0,-1.0,11.14,4.0,15.0,19.0,0.0,0.7,5.0,0.67,0.01,0.02
1.7,1.0,0.0,0.3,1.0,0.46,0.04,1.0,0.15,0.0,0.1,1.0,0.2,0.54,0.04,0.96,0.04,0.0,1.0,0.0,1.0,0.0,1.0,0.13,0.24,0.55,0.0,-7.0,-4.67,2.12,7.0,7.0,0.0,0.03,1.0,0.97,0.01,0.08
2.53,6.0,1.0,2.53,5.0,1.46,0.09,0.86,0.42,0.0,0.3,0.86,0.22,0.02,0.33,0.53,0.32,0.01,0.85,0.0,0.65,0.0,0.65,0.16,0.14,0.09,0.0,-14.0,-7.31,4.81,14.0,14.0,0.01,0.16,1.0,0.84,0.02,0.04
1.05,4.0,1.0,1.67,3.0,0.81,0.08,1.0,0.25,0.01,0.21,0.99,0.23,0.08,0.23,0.77,0.22,0.02,0.98,0.01,0.85,0.0,0.85,0.16,0.21,0.1,2.0,0.0,0.35,0.73,2.0,2.0,0.0,0.04,1.0,0.96,0.0,0.02
3.0,3.0,0.0,1.22,3.0,0.51,0.01,0.38,0.04,0.0,0.08,0.38,0.08,0.06,0.11,0.27,0.11,0.01,0.36,0.01,0.31,0.0,0.31,0.07,0.06,0.05,0.0,-6.0,-1.26,1.7,6.0,8.0,0.0,0.06,1.0,0.94,0.0,0.02
1.86,12.0,0.0,2.81,12.0,2.27,0.1,0.71,0.13,0.0,0.16,0.71,0.14,0.06,0.19,0.51,0.19,0.01,0.7,0.01,0.33,0.0,0.33,0.07,0.07,0.08,14.0,0.0,8.72,3.76,14.0,14.0,0.01,0.22,2.0,0.8,0.01,0.03
2.16,17.0,0.0,4.65,17.0,4.55,0.22,2.43,0.07,0.0,0.57,2.43,0.61,0.09,1.24,1.18,1.24,0.02,2.41,0.02,0.97,0.0,0.97,0.19,0.2,0.15,0.0,-32.0,-16.51,10.6,32.0,32.0,0.01,0.31,2.0,0.7,0.04,0.06
2.11,28.0,0.0,1.61,28.0,2.83,0.09,6.0,0.1,0.0,0.26,6.0,0.67,0.15,0.1,5.9,0.1,0.01,5.99,0.01,5.93,0.0,5.93,0.35,0.77,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.34,4.0,0.0,1.2,4.0,0.73,0.04,2.0,0.33,0.0,0.25,2.0,0.33,0.1,0.08,1.92,0.08,0.02,1.98,0.02,1.8,0.0,1.8,0.22,0.34,0.11,0.0,-15.0,-9.8,5.1,15.0,18.0,0.01,0.21,1.0,0.79,0.04,0.09
1.13,43.0,1.0,11.53,42.0,11.97,0.19,0.81,0.11,0.02,0.22,0.79,0.23,0.0,0.68,0.13,0.66,0.04,0.77,0.02,0.29,0.0,0.29,0.1,0.09,0.0,17.0,0.0,11.85,4.91,17.0,18.0,0.02,0.95,5.0,0.53,0.02,0.03
2.94,42.0,1.0,2.57,41.0,5.46,0.06,2.8,0.02,0.0,0.23,2.8,0.42,0.1,1.53,1.27,1.53,0.01,2.79,0.0,1.96,0.0,1.96,0.13,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.71,26.0,0.0,2.59,26.0,5.7,0.08,0.83,0.64,0.0,0.09,0.83,0.19,0.31,0.42,0.41,0.42,0.0,0.83,0.0,0.83,0.0,0.83,0.15,0.22,0.25,0.0,-17.0,-12.9,3.06,17.0,27.0,0.01,0.34,7.0,0.85,0.01,0.04
1.42,5.0,0.0,1.78,5.0,1.24,0.06,0.42,0.06,0.0,0.1,0.42,0.09,0.12,0.24,0.18,0.24,0.01,0.4,0.01,0.19,0.0,0.19,0.04,0.04,0.14,21.0,0.0,12.85,6.49,21.0,21.0,0.01,0.41,2.0,0.61,0.02,0.03
3.0,4.0,0.0,1.56,4.0,0.93,0.02,0.57,0.26,0.0,0.17,0.57,0.14,0.08,0.06,0.51,0.06,0.0,0.57,0.0,0.44,0.0,0.44,0.09,0.08,0.12,7.0,-5.0,0.55,4.53,12.0,18.0,0.0,0.14,2.0,0.88,0.01,0.04
1.68,5.0,0.0,0.91,5.0,1.16,0.06,2.0,0.59,0.0,0.2,2.0,0.37,0.17,0.0,2.0,0.0,0.01,1.99,0.01,2.0,0.0,2.0,0.3,0.46,0.24,0.0,-5.0,-0.35,1.04,5.0,5.0,0.0,0.05,1.0,0.95,0.0,0.02
1.85,4.0,0.0,1.55,4.0,0.78,0.08,0.57,0.45,0.0,0.15,0.57,0.12,0.08,0.11,0.46,0.11,0.02,0.55,0.02,0.46,0.0,0.46,0.08,0.08,0.12,2.0,-7.0,-2.87,3.4,9.0,16.0,0.01,0.17,2.0,0.86,0.02,0.06
3.0,3.0,0.0,1.59,3.0,0.79,0.04,0.5,0.05,0.0,0.17,0.5,0.13,0.18,0.15,0.35,0.15,0.0,0.5,0.0,0.38,0.0,0.38,0.08,0.09,0.18,4.0,-1.0,-0.37,1.04,5.0,6.0,0.0,0.05,1.0,0.95,0.0,0.02
3.0,9.0,0.0,1.15,9.0,1.98,0.05,0.75,0.02,0.0,0.07,0.75,0.12,0.18,0.51,0.24,0.51,0.01,0.74,0.01,0.25,0.0,0.25,0.04,0.04,0.28,0.0,-11.0,-8.52,1.53,11.0,14.0,0.0,0.11,2.0,0.91,0.01,0.02
1.49,8.0,0.0,1.46,8.0,1.98,0.06,0.5,0.03,0.0,0.09,0.5,0.12,0.22,0.45,0.05,0.45,0.0,0.5,0.0,0.12,0.0,0.12,0.04,0.04,0.19,11.0,0.0,8.63,1.85,11.0,15.0,0.01,0.25,3.0,0.82,0.01,0.04
2.08,13.0,0.0,1.86,13.0,2.85,0.06,1.2,0.03,0.0,0.11,1.2,0.2,0.14,0.67,0.53,0.67,0.01,1.19,0.01,0.67,0.0,0.67,0.07,0.1,0.24,4.0,-1.0,2.9,1.35,5.0,7.0,0.0,0.1,1.0,0.9,0.01,0.02
3.0,7.0,0.0,1.62,7.0,1.14,0.07,2.0,0.48,0.0,0.37,2.0,0.37,0.07,0.53,1.47,0.53,0.01,1.99,0.01,1.64,0.0,1.64,0.25,0.32,0.09,26.0,0.0,14.49,7.94,26.0,26.0,0.01,0.17,1.0,0.83,0.04,0.09
2.59,6.0,1.0,2.34,5.0,1.34,0.07,3.0,0.6,0.0,0.31,3.0,0.43,0.04,0.12,2.88,0.12,0.01,2.99,0.01,2.8,0.0,2.8,0.33,0.5,0.03,4.0,0.0,1.28,1.44,4.0,4.0,0.0,0.05,1.0,0.95,0.02,0.12
1.01,31.0,1.0,4.66,30.0,7.09,0.16,1.82,0.23,0.01,0.27,1.82,0.43,0.0,0.07,1.75,0.06,0.05,1.77,0.05,0.82,0.0,0.82,0.15,0.19,0.0,4.0,0.0,1.28,1.02,4.0,4.0,0.0,0.11,1.0,0.89,0.01,0.02
1.74,3.0,0.0,0.68,3.0,0.86,0.04,1.0,0.37,0.0,0.12,1.0,0.22,0.39,0.04,0.96,0.04,0.0,1.0,0.0,1.0,0.0,1.0,0.17,0.27,0.37,2.0,0.0,1.54,0.63,2.0,4.0,0.0,0.04,1.0,0.96,0.01,0.04
3.0,3.0,0.0,1.44,3.0,0.6,0.02,0.3,0.34,0.0,0.11,0.3,0.07,0.07,0.1,0.2,0.1,0.0,0.3,0.0,0.21,0.0,0.21,0.06,0.06,0.09,4.0,0.0,2.16,1.06,4.0,4.0,0.0,0.04,1.0,0.96,0.0,0.01
3.0,5.0,0.0,0.71,5.0,1.03,0.02,0.67,0.03,0.0,0.07,0.67,0.11,0.35,0.09,0.58,0.09,0.0,0.67,0.0,0.67,0.0,0.67,0.07,0.14,0.33,0.0,-7.0,-4.63,1.95,7.0,11.0,0.0,0.09,2.0,0.92,0.01,0.02
3.0,11.0,1.0,2.36,10.0,2.19,0.03,0.69,0.07,0.0,0.14,0.69,0.14,0.05,0.36,0.33,0.36,0.0,0.69,0.0,0.27,0.0,0.27,0.07,0.07,0.03,13.0,0.0,9.95,3.24,13.0,13.0,0.0,0.21,3.0,0.87,0.01,0.04
1.25,8.0,1.0,2.44,7.0,2.01,0.07,0.47,0.08,0.01,0.14,0.47,0.13,0.06,0.41,0.06,0.41,0.01,0.46,0.01,0.22,0.0,0.22,0.05,0.04,0.06,4.0,0.0,2.68,1.16,4.0,4.0,0.0,0.11,1.0,0.89,0.01,0.02
3.0,4.0,0.0,0.95,4.0,0.9,0.02,0.27,0.01,0.0,0.05,0.27,0.06,0.08,0.2,0.07,0.2,0.0,0.27,0.0,0.23,0.0,0.23,0.04,0.03,0.25,0.0,-8.0,-4.02,1.66,8.0,14.0,0.0,0.08,1.0,0.92,0.01,0.02
3.0,7.0,1.0,2.6,6.0,1.94,0.04,0.47,0.04,0.0,0.15,0.47,0.12,0.03,0.36,0.1,0.36,0.01,0.46,0.0,0.33,0.0,0.33,0.07,0.07,0.05,9.0,-1.0,5.06,3.56,10.0,13.0,0.0,0.17,1.0,0.83,0.01,0.02
1.15,10.0,1.0,2.49,9.0,2.11,0.11,1.5,0.27,0.0,0.31,1.5,0.32,0.02,0.29,1.21,0.29,0.02,1.48,0.02,1.33,0.0,1.33,0.28,0.32,0.04,15.0,0.0,8.73,4.86,15.0,16.0,0.01,0.31,1.0,0.69,0.05,0.09
3.0,17.0,0.0,3.3,17.0,4.28,0.05,3.5,0.44,0.0,0.46,3.5,0.74,0.0,1.4,2.1,1.4,0.0,3.5,0.0,3.14,0.0,3.14,0.35,0.64,0.02,13.0,0.0,6.34,5.29,13.0,20.0,0.0,0.24,2.0,0.77,0.04,0.13
2.77,6.0,1.0,1.85,5.0,1.41,0.03,0.38,0.07,0.0,0.1,0.37,0.1,0.1,0.32,0.05,0.32,0.0,0.37,0.0,0.19,0.0,0.19,0.04,0.04,0.05,0.0,-6.0,-0.88,1.68,6.0,6.0,0.0,0.15,1.0,0.85,0.0,0.01
0.82,5.0,0.0,1.35,5.0,0.82,0.07,2.0,0.63,0.0,0.5,2.0,0.4,0.13,0.2,1.8,0.2,0.01,1.99,0.01,1.6,0.0,1.6,0.31,0.37,0.13,1.0,-3.0,0.02,1.26,4.0,5.0,0.01,0.13,1.0,0.88,0.05,0.17
2.58,3.0,1.0,1.37,2.0,0.55,0.03,0.38,0.44,0.0,0.11,0.37,0.08,0.09,0.19,0.18,0.19,0.01,0.37,0.0,0.25,0.0,0.25,0.08,0.06,0.18,8.0,0.0,4.19,2.41,8.0,8.0,0.0,0.14,2.0,0.88,0.01,0.04
2.24,25.0,0.0,2.31,25.0,4.33,0.14,4.0,0.16,0.0,0.44,4.0,0.6,0.04,0.46,3.54,0.46,0.02,3.98,0.02,3.04,0.0,3.04,0.3,0.44,0.08,16.0,0.0,9.61,5.3,16.0,22.0,0.01,0.16,2.0,0.86,0.02,0.08
1.65,6.0,1.0,1.86,5.0,1.08,0.09,0.75,0.03,0.0,0.22,0.75,0.17,0.31,0.41,0.34,0.4,0.03,0.72,0.02,0.52,0.0,0.52,0.09,0.09,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.47,7.0,0.0,2.2,7.0,1.82,0.06,1.17,0.07,0.0,0.29,1.17,0.31,0.05,0.71,0.45,0.71,0.03,1.14,0.03,0.94,0.0,0.94,0.24,0.26,0.1,8.0,0.0,4.12,2.29,8.0,8.0,0.01,0.2,2.0,0.83,0.04,0.16
2.42,11.0,0.0,2.33,11.0,2.73,0.05,0.56,0.04,0.0,0.13,0.56,0.15,0.15,0.41,0.15,0.41,0.0,0.55,0.0,0.22,0.0,0.22,0.05,0.05,0.28,5.0,-2.0,2.34,2.0,7.0,14.0,0.01,0.29,2.0,0.73,0.01,0.03
