time,disMax,disMin,disAvg,disInter,disStd,speedAvg,vMax,vMaxPos,vMin,vAvg,vInter,vStd,vEqualPer,vPre5,vPre5DivVmax,vPre5DivVmin,vPost10,vPost10DivVmax,vPost10DivVmin,vdMax,vdMin,vdInter,vdAvg,vdStd,vdEqualPer,yMax,yMin,yAvg,yStd,yInter,yTotalDis,yv,yTotalDisAvg,yDisMax,yDisEqualPer,yvAvg,yvStd
3.0,3.0,0.0,1.3,3.0,0.57,0.02,0.43,0.73,0.0,0.13,0.43,0.1,0.16,0.12,0.31,0.12,0.0,0.43,0.0,0.36,0.0,0.36,0.11,0.09,0.18,14.0,0.0,8.26,3.99,14.0,14.0,0.0,0.16,1.0,0.84,0.02,0.05
2.82,6.0,0.0,1.02,6.0,1.06,0.06,0.46,0.04,0.0,0.06,0.46,0.07,0.35,0.1,0.36,0.1,0.0,0.46,0.0,0.35,0.0,0.35,0.03,0.04,0.38,11.0,0.0,2.66,3.56,11.0,24.0,0.01,0.14,2.0,0.86,0.01,0.03
1.7,12.0,1.0,2.8,11.0,2.14,0.07,0.71,0.1,0.0,0.17,0.7,0.15,0.05,0.5,0.21,0.5,0.12,0.58,0.12,0.44,0.0,0.44,0.1,0.1,0.0,4.0,0.0,1.1,1.12,4.0,4.0,0.0,0.1,1.0,0.9,0.0,0.02
3.0,20.0,0.0,3.42,20.0,3.08,0.07,5.5,0.04,0.0,0.5,5.5,0.72,0.05,1.06,4.44,1.06,0.01,5.49,0.01,4.5,0.0,4.5,0.4,0.73,0.09,2.0,0.0,1.05,0.73,2.0,3.0,0.0,0.04,1.0,0.96,0.0,0.02
1.12,5.0,0.0,2.24,5.0,1.23,0.12,0.71,0.1,0.0,0.26,0.71,0.19,0.12,0.06,0.65,0.06,0.03,0.68,0.03,0.38,0.0,0.38,0.11,0.09,0.16,1.0,-1.0,0.57,0.64,2.0,4.0,0.0,0.07,1.0,0.93,0.01,0.03
3.0,4.0,0.0,1.64,4.0,0.95,0.03,0.5,0.2,0.0,0.14,0.5,0.11,0.07,0.18,0.32,0.18,0.0,0.5,0.0,0.5,0.0,0.5,0.08,0.09,0.1,1.0,0.0,0.15,0.35,1.0,1.0,0.0,0.01,1.0,0.99,0.0,0.0
1.8,7.0,1.0,2.08,6.0,1.31,0.08,1.5,0.29,0.0,0.27,1.5,0.28,0.05,0.22,1.28,0.22,0.01,1.49,0.0,1.35,0.0,1.35,0.24,0.3,0.03,2.0,0.0,0.6,0.9,2.0,3.0,0.0,0.05,1.0,0.95,0.0,0.02
3.0,8.0,0.0,0.42,8.0,1.12,0.02,0.33,0.02,0.0,0.02,0.33,0.05,0.78,0.14,0.19,0.14,0.0,0.33,0.0,0.22,0.0,0.22,0.01,0.03,0.78,6.0,0.0,5.78,1.05,6.0,6.0,0.0,0.02,1.0,0.98,0.0,0.01
3.0,3.0,0.0,0.71,3.0,0.62,0.02,0.16,0.33,0.0,0.04,0.16,0.04,0.17,0.03,0.13,0.03,0.0,0.15,0.0,0.13,0.0,0.13,0.03,0.03,0.31,14.0,0.0,10.74,2.78,14.0,24.0,0.0,0.13,1.0,0.87,0.01,0.02
2.58,12.0,0.0,2.89,12.0,3.36,0.06,0.86,0.15,0.0,0.17,0.86,0.21,0.11,0.14,0.72,0.14,0.01,0.85,0.01,0.35,0.0,0.35,0.07,0.08,0.11,16.0,0.0,3.84,4.98,16.0,32.0,0.01,0.58,5.0,0.6,0.04,0.06
2.64,3.0,0.0,1.05,3.0,0.43,0.04,2.0,0.07,0.0,0.28,2.0,0.33,0.13,0.38,1.63,0.38,0.01,1.99,0.01,1.67,0.0,1.67,0.2,0.29,0.09,0.0,-8.0,-2.64,2.24,8.0,8.0,0.0,0.08,1.0,0.92,0.02,0.11
2.94,15.0,0.0,0.69,15.0,2.19,0.04,0.79,0.03,0.0,0.04,0.79,0.13,0.76,0.45,0.34,0.45,0.0,0.79,0.0,0.49,0.0,0.49,0.02,0.05,0.75,0.0,-7.0,-4.94,1.14,7.0,22.0,0.01,0.12,2.0,0.88,0.01,0.02
1.25,9.0,0.0,1.93,9.0,1.66,0.16,3.0,0.43,0.0,0.68,3.0,0.54,0.14,0.15,2.85,0.15,0.02,2.98,0.02,2.5,0.0,2.5,0.4,0.47,0.16,2.0,0.0,0.73,0.85,2.0,6.0,0.0,0.06,1.0,0.94,0.03,0.15
0.61,2.0,0.0,1.02,2.0,0.3,0.15,1.0,0.16,0.0,0.29,1.0,0.19,0.15,0.17,0.83,0.17,0.04,0.96,0.04,0.83,0.0,0.83,0.18,0.18,0.21,6.0,0.0,1.4,1.85,6.0,6.0,0.01,0.07,1.0,0.93,0.02,0.12
0.48,38.0,1.0,12.17,37.0,10.85,0.46,4.57,0.94,0.07,0.87,4.5,1.01,0.0,0.5,4.07,0.43,1.74,2.83,1.67,4.5,0.03,4.48,0.9,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.5,18.0,0.0,2.39,18.0,3.12,0.11,7.0,0.07,0.0,0.45,7.0,0.98,0.09,0.29,6.71,0.29,0.0,7.0,0.0,6.73,0.0,6.73,0.51,1.2,0.06,0.0,-16.0,-5.99,4.94,16.0,16.0,0.01,0.23,2.0,0.78,0.03,0.07
1.44,38.0,1.0,4.27,37.0,7.56,0.1,0.49,0.1,0.0,0.13,0.48,0.11,0.07,0.27,0.22,0.26,0.01,0.48,0.01,0.38,0.0,0.38,0.09,0.08,0.0,13.0,0.0,8.82,3.19,13.0,21.0,0.01,0.64,12.0,0.7,0.02,0.04
1.66,18.0,1.0,4.11,17.0,3.77,0.11,0.64,0.36,0.0,0.23,0.63,0.18,0.02,0.28,0.36,0.28,0.01,0.63,0.01,0.38,0.0,0.38,0.09,0.09,0.0,8.0,0.0,4.33,3.68,8.0,8.0,0.0,0.18,2.0,0.86,0.01,0.03
1.59,18.0,1.0,4.13,17.0,4.06,0.12,11.0,0.15,0.0,0.85,11.0,1.86,0.09,0.27,10.73,0.27,0.01,10.99,0.01,10.25,0.0,10.25,1.24,2.3,0.0,9.0,0.0,4.62,3.54,9.0,9.0,0.01,0.2,2.0,0.85,0.03,0.15
3.0,15.0,1.0,2.75,14.0,2.66,0.07,4.0,0.27,0.0,0.39,4.0,0.63,0.01,0.07,3.93,0.07,0.01,3.99,0.01,3.71,0.0,3.71,0.41,0.74,0.01,14.0,0.0,7.51,3.44,14.0,16.0,0.0,0.18,2.0,0.83,0.01,0.03
3.0,20.0,1.0,5.0,19.0,5.44,0.07,1.33,0.14,0.0,0.32,1.33,0.38,0.02,0.76,0.58,0.76,0.0,1.33,0.0,0.81,0.0,0.81,0.13,0.17,0.02,1.0,0.0,0.04,0.19,1.0,1.0,0.0,0.02,1.0,0.98,0.0,0.01
3.0,31.0,1.0,3.95,30.0,6.92,0.02,0.61,0.05,0.0,0.07,0.61,0.14,0.0,0.61,0.0,0.61,0.0,0.6,0.0,0.36,0.0,0.36,0.05,0.09,0.0,12.0,0.0,9.25,2.79,12.0,12.0,0.0,0.63,4.0,0.68,0.01,0.02
1.65,4.0,0.0,1.53,4.0,0.94,0.05,0.5,0.04,0.0,0.09,0.5,0.08,0.08,0.19,0.31,0.19,0.01,0.49,0.01,0.37,0.0,0.37,0.05,0.06,0.16,19.0,0.0,8.33,6.24,19.0,19.0,0.01,0.36,1.0,0.64,0.02,0.03
3.0,11.0,1.0,1.51,10.0,1.17,0.04,0.67,0.42,0.0,0.08,0.67,0.07,0.07,0.04,0.62,0.04,0.01,0.66,0.01,0.63,0.0,0.63,0.05,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7,14.0,0.0,3.08,14.0,3.58,0.11,0.82,0.21,0.0,0.19,0.82,0.22,0.0,0.3,0.52,0.3,0.03,0.79,0.03,0.41,0.01,0.4,0.11,0.11,0.05,12.0,0.0,8.92,3.54,12.0,12.0,0.02,0.5,3.0,0.75,0.03,0.06
2.38,6.0,0.0,1.74,6.0,1.12,0.06,0.67,0.6,0.0,0.19,0.67,0.18,0.06,0.09,0.58,0.09,0.01,0.66,0.01,0.46,0.0,0.46,0.11,0.12,0.09,0.0,-5.0,-1.05,1.35,5.0,5.0,0.0,0.06,1.0,0.94,0.0,0.02
2.93,9.0,1.0,3.16,8.0,2.44,0.06,0.64,0.07,0.0,0.18,0.64,0.16,0.13,0.4,0.24,0.4,0.0,0.64,0.0,0.2,0.0,0.2,0.03,0.04,0.09,6.0,0.0,2.66,1.87,6.0,11.0,0.0,0.2,2.0,0.84,0.01,0.03
3.0,4.0,0.0,0.72,4.0,1.0,0.02,0.57,0.09,0.0,0.05,0.57,0.08,0.43,0.04,0.53,0.04,0.0,0.57,0.0,0.44,0.0,0.44,0.04,0.06,0.42,0.0,-11.0,-8.08,3.0,11.0,11.0,0.0,0.1,1.0,0.9,0.01,0.02
3.0,1.0,0.0,0.95,1.0,0.22,0.01,0.5,0.04,0.0,0.13,0.5,0.13,0.05,0.05,0.45,0.05,0.0,0.5,0.0,0.45,0.0,0.45,0.11,0.12,0.06,6.0,0.0,3.77,1.59,6.0,8.0,0.0,0.1,1.0,0.9,0.02,0.09
3.0,21.0,0.0,2.98,21.0,4.36,0.05,0.5,0.17,0.0,0.1,0.5,0.1,0.12,0.02,0.48,0.02,0.0,0.5,0.0,0.33,0.0,0.33,0.07,0.08,0.1,9.0,0.0,5.67,2.93,9.0,16.0,0.0,0.27,3.0,0.78,0.01,0.02
3.0,4.0,0.0,1.82,4.0,1.05,0.04,0.75,0.03,0.0,0.11,0.75,0.11,0.06,0.17,0.58,0.17,0.0,0.75,0.0,0.64,0.0,0.64,0.06,0.11,0.18,9.0,0.0,3.99,2.57,9.0,9.0,0.0,0.13,1.0,0.87,0.01,0.02
1.34,10.0,0.0,3.45,10.0,3.4,0.11,0.7,0.07,0.0,0.22,0.7,0.22,0.15,0.47,0.23,0.47,0.0,0.7,0.0,0.32,0.0,0.32,0.07,0.07,0.13,0.0,-15.0,-10.7,3.02,15.0,24.0,0.02,0.57,4.0,0.62,0.04,0.06
3.0,6.0,1.0,1.85,5.0,1.02,0.07,2.0,0.35,0.0,0.21,2.0,0.29,0.04,0.14,1.86,0.13,0.01,1.99,0.01,1.67,0.0,1.67,0.15,0.29,0.06,2.0,0.0,1.6,0.52,2.0,3.0,0.0,0.03,1.0,0.97,0.0,0.01
3.0,13.0,0.0,3.3,13.0,3.98,0.04,0.93,0.13,0.0,0.2,0.93,0.25,0.07,0.67,0.26,0.67,0.0,0.93,0.0,0.29,0.0,0.29,0.06,0.05,0.2,8.0,0.0,6.0,2.09,8.0,19.0,0.0,0.31,3.0,0.74,0.02,0.04
1.69,22.0,0.0,3.85,22.0,5.02,0.24,3.67,0.17,0.0,0.49,3.67,0.68,0.13,0.06,3.61,0.06,0.01,3.66,0.01,1.22,0.0,1.22,0.15,0.23,0.17,3.0,-10.0,-3.39,4.64,13.0,20.0,0.01,0.19,1.0,0.81,0.02,0.05
1.5,8.0,0.0,2.12,8.0,1.51,0.1,3.0,0.62,0.0,0.28,3.0,0.47,0.0,0.3,2.7,0.3,0.03,2.97,0.03,2.94,0.0,2.94,0.28,0.48,0.01,15.0,0.0,7.0,6.07,15.0,15.0,0.01,0.21,2.0,0.82,0.02,0.06
1.57,28.0,0.0,3.31,28.0,5.12,0.17,28.0,0.25,0.0,1.32,28.0,3.67,0.17,0.09,27.91,0.09,0.01,27.99,0.01,27.89,0.0,27.89,2.16,4.65,0.12,21.0,0.0,18.94,4.56,21.0,22.0,0.01,0.28,5.0,0.86,0.12,0.49
2.78,50.0,0.0,3.58,50.0,8.05,0.05,0.73,0.08,0.0,0.11,0.73,0.13,0.06,0.25,0.48,0.25,0.01,0.72,0.01,0.7,0.0,0.7,0.09,0.14,0.03,8.0,0.0,3.27,2.62,8.0,8.0,0.0,0.22,2.0,0.81,0.01,0.03
2.77,3.0,0.0,1.78,3.0,0.85,0.04,0.43,0.07,0.0,0.2,0.43,0.13,0.21,0.12,0.31,0.12,0.0,0.42,0.0,0.25,0.0,0.25,0.08,0.07,0.27,6.0,0.0,3.93,1.0,6.0,7.0,0.0,0.1,1.0,0.9,0.01,0.03
2.11,13.0,0.0,2.06,13.0,2.25,0.1,1.33,0.04,0.0,0.24,1.33,0.27,0.15,0.33,1.0,0.33,0.0,1.33,0.0,1.0,0.0,1.0,0.19,0.25,0.11,3.0,0.0,1.68,0.98,3.0,4.0,0.0,0.04,1.0,0.96,0.01,0.03
3.0,2.0,0.0,0.96,2.0,0.36,0.02,1.0,0.51,0.0,0.11,1.0,0.17,0.09,0.07,0.93,0.07,0.0,1.0,0.0,0.96,0.0,0.96,0.11,0.22,0.06,1.0,0.0,0.83,0.38,1.0,2.0,0.0,0.03,1.0,0.97,0.0,0.02
0.71,6.0,0.0,1.28,6.0,0.7,0.32,2.0,0.1,0.0,0.76,2.0,0.58,0.21,0.33,1.67,0.33,0.06,1.94,0.06,1.67,0.0,1.67,0.43,0.43,0.23,5.0,0.0,3.08,1.85,5.0,9.0,0.01,0.05,1.0,0.95,0.03,0.15
2.32,7.0,0.0,2.0,7.0,1.66,0.03,0.41,0.15,0.0,0.12,0.41,0.11,0.0,0.29,0.12,0.29,0.0,0.41,0.0,0.19,0.0,0.19,0.06,0.05,0.03,12.0,0.0,8.07,3.72,12.0,12.0,0.01,0.3,1.0,0.7,0.02,0.03
2.97,3.0,0.0,1.13,3.0,0.4,0.06,2.0,0.22,0.0,0.42,2.0,0.38,0.18,0.21,1.79,0.21,0.01,1.99,0.01,1.67,0.0,1.67,0.27,0.33,0.15,16.0,0.0,11.17,4.16,16.0,16.0,0.01,0.1,1.0,0.9,0.04,0.15
3.0,4.0,0.0,1.31,4.0,0.61,0.05,2.0,0.47,0.0,0.31,2.0,0.38,0.04,0.06,1.94,0.06,0.01,1.99,0.01,1.89,0.0,1.89,0.33,0.39,0.07,3.0,0.0,2.35,0.78,3.0,4.0,0.0,0.03,1.0,0.97,0.01,0.05
1.29,5.0,1.0,2.19,4.0,1.16,0.14,5.0,0.06,0.0,0.95,5.0,1.25,0.0,0.38,4.63,0.37,0.03,4.97,0.02,4.88,0.0,4.87,1.63,1.3,0.2,0.0,-5.0,-2.51,1.2,5.0,5.0,0.0,0.06,1.0,0.94,0.03,0.17
2.77,14.0,0.0,3.81,14.0,3.76,0.16,2.0,0.22,0.0,0.46,2.0,0.49,0.16,0.47,1.53,0.47,0.01,1.99,0.01,0.67,0.0,0.67,0.13,0.14,0.13,8.0,-1.0,2.53,3.25,9.0,21.0,0.01,0.18,1.0,0.82,0.02,0.1
1.5,11.0,0.0,1.94,11.0,1.47,0.12,5.5,0.16,0.0,0.34,5.5,0.7,0.14,0.52,4.98,0.52,0.03,5.47,0.03,5.48,0.0,5.48,0.36,0.93,0.11,15.0,0.0,5.53,4.15,15.0,15.0,0.01,0.16,1.0,0.84,0.02,0.04
1.5,5.0,0.0,2.72,5.0,1.37,0.1,0.56,0.07,0.0,0.26,0.56,0.14,0.05,0.31,0.25,0.31,0.01,0.55,0.01,0.3,0.0,0.3,0.09,0.07,0.11,0.0,-14.0,-8.84,3.94,14.0,14.0,0.01,0.25,1.0,0.75,0.02,0.04
0.87,8.0,1.0,1.99,7.0,1.69,0.15,1.0,0.1,0.01,0.24,0.99,0.22,0.14,0.5,0.5,0.49,0.03,0.97,0.02,0.31,0.0,0.31,0.09,0.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,6.0,0.0,1.87,6.0,1.28,0.05,0.71,0.07,0.0,0.2,0.71,0.19,0.05,0.44,0.28,0.44,0.01,0.7,0.01,0.39,0.0,0.39,0.1,0.09,0.15,2.0,0.0,0.99,0.88,2.0,5.0,0.0,0.06,1.0,0.94,0.0,0.02
1.75,6.0,0.0,1.38,6.0,1.36,0.03,0.33,0.16,0.0,0.09,0.33,0.09,0.17,0.1,0.23,0.1,0.0,0.33,0.0,0.18,0.0,0.18,0.05,0.06,0.14,1.0,-3.0,-1.08,1.56,4.0,7.0,0.0,0.19,3.0,0.86,0.01,0.03
1.34,39.0,1.0,4.75,38.0,5.89,0.16,1.67,0.14,0.0,0.52,1.66,0.44,0.0,0.8,0.87,0.8,0.02,1.65,0.01,1.28,0.0,1.28,0.34,0.34,0.0,0.0,-7.0,-4.24,3.23,7.0,7.0,0.01,0.16,4.0,0.91,0.01,0.03
0.96,9.0,1.0,3.03,8.0,2.44,0.11,1.29,0.26,0.0,0.35,1.28,0.34,0.12,0.6,0.69,0.6,0.06,1.23,0.05,0.44,0.0,0.44,0.11,0.1,0.06,3.0,0.0,1.59,1.26,3.0,4.0,0.0,0.11,1.0,0.89,0.01,0.03
3.0,9.0,0.0,2.58,9.0,1.91,0.09,1.13,0.24,0.0,0.29,1.13,0.29,0.07,0.38,0.75,0.38,0.02,1.1,0.02,0.85,0.0,0.85,0.13,0.17,0.12,0.0,-4.0,-3.38,1.24,4.0,8.0,0.0,0.08,2.0,0.94,0.01,0.03
1.44,3.0,0.0,1.26,3.0,0.6,0.12,1.0,0.4,0.0,0.25,1.0,0.21,0.08,0.13,0.88,0.13,0.02,0.98,0.02,0.6,0.0,0.6,0.13,0.13,0.09,0.0,-7.0,-2.12,1.35,7.0,9.0,0.01,0.06,1.0,0.94,0.01,0.05
3.0,6.0,0.0,1.69,6.0,1.13,0.03,0.38,0.07,0.0,0.1,0.38,0.08,0.03,0.06,0.31,0.06,0.01,0.36,0.01,0.31,0.0,0.31,0.07,0.06,0.04,11.0,0.0,5.83,3.84,11.0,21.0,0.0,0.3,2.0,0.73,0.02,0.04
1.48,3.0,0.0,1.23,3.0,0.58,0.09,2.0,0.34,0.0,0.47,2.0,0.38,0.32,0.14,1.86,0.14,0.01,1.99,0.01,1.33,0.0,1.33,0.2,0.25,0.37,0.0,-5.0,-2.64,1.53,5.0,9.0,0.01,0.08,1.0,0.92,0.03,0.12
1.9,3.0,0.0,0.76,3.0,0.87,0.05,2.0,0.17,0.0,0.15,2.0,0.33,0.28,0.01,1.99,0.01,0.0,2.0,0.0,2.0,0.0,2.0,0.21,0.41,0.31,0.0,-2.0,-1.8,0.6,2.0,2.0,0.0,0.02,1.0,0.98,0.0,0.01
3.0,11.0,0.0,1.9,11.0,2.89,0.07,0.88,0.27,0.0,0.15,0.88,0.21,0.36,0.28,0.59,0.28,0.0,0.87,0.0,0.68,0.0,0.68,0.09,0.14,0.3,8.0,0.0,4.71,3.36,8.0,8.0,0.0,0.06,2.0,0.95,0.0,0.02
0.85,14.0,1.0,4.62,13.0,4.89,0.14,2.33,0.35,0.01,0.55,2.33,0.71,0.12,0.12,2.22,0.11,0.02,2.31,0.01,1.33,0.0,1.33,0.24,0.38,0.0,4.0,0.0,1.59,1.47,4.0,6.0,0.01,0.23,2.0,0.81,0.02,0.06
3.0,59.0,0.0,5.18,59.0,8.15,0.16,9.83,0.23,0.0,0.53,9.83,1.27,0.05,0.83,9.0,0.83,0.0,9.83,0.0,9.77,0.0,9.77,0.75,1.64,0.1,0.0,-16.0,-6.89,3.94,16.0,43.0,0.01,0.45,9.0,0.73,0.08,0.37
1.54,5.0,0.0,1.39,5.0,0.9,0.05,0.5,0.07,0.0,0.1,0.5,0.1,0.02,0.03,0.47,0.03,0.04,0.46,0.04,0.37,0.0,0.37,0.08,0.1,0.05,0.0,-9.0,-6.52,2.66,9.0,9.0,0.01,0.15,1.0,0.85,0.01,0.04
1.69,2.0,0.0,1.2,2.0,0.72,0.04,0.5,0.33,0.0,0.06,0.5,0.07,0.04,0.11,0.39,0.11,0.02,0.48,0.02,0.5,0.0,0.5,0.06,0.08,0.15,4.0,0.0,1.57,1.57,4.0,4.0,0.0,0.07,1.0,0.93,0.01,0.02
1.05,9.0,1.0,2.29,8.0,1.55,0.15,1.17,0.03,0.01,0.26,1.15,0.23,0.09,0.85,0.32,0.84,0.03,1.14,0.01,0.62,0.0,0.62,0.11,0.12,0.14,0.0,-2.0,-0.3,0.64,2.0,2.0,0.0,0.03,1.0,0.97,0.0,0.01
3.0,3.0,0.0,0.42,3.0,0.72,0.01,0.6,0.17,0.0,0.07,0.6,0.11,0.48,0.02,0.58,0.02,0.0,0.6,0.0,0.6,0.0,0.6,0.05,0.1,0.49,0.0,-11.0,-8.85,2.77,11.0,11.0,0.0,0.06,1.0,0.94,0.01,0.03
1.42,25.0,0.0,1.5,25.0,3.75,0.16,1.63,0.04,0.0,0.17,1.63,0.32,0.35,0.92,0.7,0.92,0.0,1.62,0.0,1.63,0.0,1.63,0.23,0.32,0.41,2.0,-10.0,-2.12,4.34,12.0,14.0,0.01,0.09,2.0,0.92,0.01,0.05
2.83,12.0,1.0,3.53,11.0,3.23,0.14,1.83,0.26,0.0,0.44,1.83,0.45,0.08,0.3,1.53,0.3,0.01,1.82,0.01,0.93,0.0,0.93,0.19,0.21,0.09,9.0,-2.0,4.1,3.77,11.0,20.0,0.01,0.18,2.0,0.83,0.02,0.05
1.5,13.0,1.0,4.25,12.0,2.86,0.16,0.76,0.55,0.0,0.26,0.76,0.17,0.04,0.11,0.66,0.11,0.11,0.66,0.11,0.53,0.0,0.53,0.09,0.08,0.06,27.0,0.0,19.05,9.03,27.0,27.0,0.02,0.49,2.0,0.6,0.03,0.04
3.0,28.0,0.0,1.79,28.0,4.69,0.05,3.33,0.15,0.0,0.1,3.33,0.38,0.55,0.0,3.33,0.0,0.0,3.33,0.0,3.33,0.0,3.33,0.18,0.53,0.46,0.0,-3.0,-0.51,1.1,3.0,6.0,0.0,0.07,3.0,0.97,0.01,0.07
1.03,8.0,1.0,2.82,7.0,2.17,0.16,1.0,0.11,0.01,0.32,0.99,0.3,0.04,0.31,0.69,0.3,0.04,0.96,0.03,0.65,0.0,0.65,0.12,0.13,0.13,0.0,-20.0,-12.83,6.01,20.0,20.0,0.02,0.35,2.0,0.7,0.04,0.07
2.84,7.0,0.0,1.52,7.0,1.16,0.05,0.25,0.07,0.0,0.09,0.25,0.07,0.19,0.09,0.16,0.09,0.01,0.24,0.01,0.2,0.0,0.2,0.04,0.04,0.17,5.0,0.0,2.56,1.81,5.0,15.0,0.01,0.16,1.0,0.84,0.01,0.02
1.65,6.0,0.0,2.5,6.0,1.46,0.1,1.2,0.31,0.0,0.31,1.2,0.22,0.05,0.39,0.81,0.39,0.01,1.19,0.01,0.93,0.0,0.93,0.17,0.18,0.11,4.0,0.0,1.99,1.29,4.0,4.0,0.0,0.06,2.0,0.95,0.01,0.04
2.25,3.0,1.0,1.47,2.0,0.66,0.03,0.27,0.06,0.0,0.08,0.27,0.06,0.13,0.18,0.09,0.18,0.02,0.26,0.01,0.17,0.0,0.17,0.04,0.04,0.16,3.0,0.0,0.67,1.07,3.0,3.0,0.0,0.06,1.0,0.94,0.01,0.03
0.89,11.0,0.0,4.33,11.0,3.47,0.22,1.8,0.5,0.0,0.53,1.8,0.48,0.04,0.33,1.47,0.33,0.01,1.79,0.01,1.35,0.0,1.35,0.2,0.25,0.09,0.0,-14.0,-4.74,4.45,14.0,14.0,0.02,0.3,3.0,0.76,0.03,0.07
1.2,13.0,1.0,3.22,12.0,3.57,0.06,0.76,0.22,0.0,0.21,0.76,0.23,0.0,0.39,0.37,0.39,0.09,0.68,0.08,0.6,0.01,0.59,0.14,0.13,0.0,0.0,-11.0,-9.0,3.79,11.0,11.0,0.01,0.48,3.0,0.78,0.03,0.06
2.02,2.0,0.0,1.16,2.0,0.41,0.04,0.25,0.1,0.0,0.09,0.25,0.06,0.0,0.12,0.13,0.12,0.01,0.24,0.01,0.18,0.0,0.18,0.05,0.04,0.07,0.0,-2.0,-1.48,0.83,2.0,4.0,0.0,0.06,1.0,0.94,0.0,0.02
1.04,6.0,0.0,1.9,6.0,1.48,0.14,1.0,0.36,0.0,0.26,1.0,0.21,0.1,0.05,0.95,0.05,0.0,1.0,0.0,1.0,0.0,1.0,0.17,0.19,0.18,7.0,0.0,5.51,2.23,7.0,9.0,0.01,0.12,2.0,0.91,0.01,0.05
2.26,14.0,0.0,3.87,14.0,3.24,0.14,0.88,0.44,0.0,0.25,0.88,0.2,0.0,0.36,0.51,0.36,0.02,0.86,0.02,0.39,0.0,0.39,0.09,0.09,0.04,0.0,-19.0,-14.07,5.0,19.0,19.0,0.01,0.23,2.0,0.8,0.01,0.04
2.77,7.0,0.0,2.0,7.0,1.53,0.09,1.2,0.03,0.0,0.26,1.2,0.23,0.03,0.71,0.49,0.71,0.01,1.19,0.01,0.67,0.0,0.67,0.15,0.13,0.08,0.0,-15.0,-8.41,5.52,15.0,21.0,0.01,0.18,3.0,0.85,0.02,0.05
3.0,18.0,0.0,3.73,18.0,4.3,0.04,1.06,0.22,0.0,0.23,1.06,0.26,0.05,0.12,0.94,0.12,0.0,1.06,0.0,0.47,0.0,0.47,0.11,0.1,0.02,0.0,-1.0,-0.17,0.38,1.0,1.0,0.0,0.02,1.0,0.98,0.0,0.01
2.1,23.0,0.0,4.07,23.0,6.11,0.09,1.44,0.07,0.0,0.24,1.44,0.38,0.19,1.04,0.4,1.04,0.0,1.43,0.0,0.46,0.0,0.46,0.09,0.15,0.1,22.0,-2.0,11.93,7.29,24.0,28.0,0.01,0.64,3.0,0.52,0.04,0.06
3.0,3.0,0.0,1.22,3.0,0.47,0.06,0.75,0.38,0.0,0.24,0.75,0.18,0.18,0.13,0.63,0.13,0.01,0.74,0.01,0.54,0.0,0.54,0.12,0.12,0.19,11.0,-4.0,5.13,5.46,15.0,19.0,0.01,0.12,1.0,0.88,0.03,0.08
0.79,4.0,0.0,1.32,4.0,0.71,0.21,3.0,0.15,0.0,0.58,3.0,0.55,0.18,0.17,2.83,0.17,0.07,2.93,0.07,2.0,0.0,2.0,0.35,0.4,0.17,7.0,-1.0,1.8,2.79,8.0,9.0,0.01,0.07,1.0,0.93,0.03,0.13
0.66,7.0,0.0,2.81,7.0,1.8,0.25,0.88,0.12,0.0,0.34,0.88,0.23,0.11,0.19,0.69,0.19,0.03,0.84,0.03,0.38,0.0,0.38,0.11,0.1,0.07,4.0,0.0,0.64,1.22,4.0,4.0,0.01,0.07,1.0,0.93,0.01,0.03
0.94,4.0,0.0,1.2,4.0,0.93,0.07,2.0,0.18,0.0,0.15,2.0,0.29,0.14,0.0,2.0,0.0,0.01,1.99,0.01,1.91,0.0,1.91,0.2,0.37,0.1,0.0,-2.0,-0.23,0.58,2.0,2.0,0.0,0.04,1.0,0.96,0.0,0.02
0.87,9.0,1.0,2.93,8.0,2.06,0.14,0.56,0.4,0.01,0.18,0.55,0.13,0.05,0.07,0.49,0.06,0.04,0.52,0.03,0.27,0.0,0.27,0.09,0.07,0.05,30.0,-1.0,18.09,12.25,31.0,32.0,0.04,0.74,3.0,0.51,0.05,0.06
1.67,6.0,0.0,1.03,6.0,1.11,0.04,0.25,0.03,0.0,0.06,0.25,0.06,0.14,0.21,0.04,0.21,0.01,0.24,0.01,0.13,0.0,0.13,0.05,0.03,0.29,0.0,-3.0,-1.39,0.55,3.0,5.0,0.0,0.08,1.0,0.92,0.0,0.02
2.76,34.0,0.0,4.98,34.0,6.29,0.09,3.0,0.33,0.0,0.36,3.0,0.63,0.0,0.27,2.73,0.27,0.0,3.0,0.0,2.86,0.0,2.86,0.43,0.74,0.0,0.0,-3.0,-1.8,0.98,3.0,5.0,0.0,0.1,2.0,0.92,0.02,0.14
2.63,7.0,0.0,1.18,7.0,1.54,0.06,0.47,0.04,0.0,0.07,0.47,0.1,0.33,0.21,0.26,0.21,0.0,0.46,0.0,0.24,0.0,0.24,0.04,0.05,0.39,1.0,-3.0,-0.27,1.31,4.0,10.0,0.0,0.07,1.0,0.93,0.0,0.02
