time,disMax,disMin,disAvg,disInter,disStd,speedAvg,vMax,vMaxPos,vMin,vAvg,vInter,vStd,vEqualPer,vPre5,vPre5DivVmax,vPre5DivVmin,vPost10,vPost10DivVmax,vPost10DivVmin,vdMax,vdMin,vdInter,vdAvg,vdStd,vdEqualPer,yMax,yMin,yAvg,yStd,yInter,yTotalDis,yv,yTotalDisAvg,yDisMax,yDisEqualPer,yvAvg,yvStd
0.94,8.0,1.0,2.41,7.0,2.22,0.14,1.33,0.14,0.0,0.25,1.33,0.3,0.12,0.55,0.78,0.54,0.06,1.28,0.05,0.83,0.0,0.83,0.12,0.17,0.06,13.0,0.0,7.0,4.35,13.0,13.0,0.01,0.24,2.0,0.81,0.02,0.05
0.97,16.0,1.0,5.29,15.0,5.3,0.13,1.27,0.33,0.0,0.34,1.27,0.37,0.04,0.05,1.22,0.05,0.01,1.27,0.0,0.71,0.0,0.71,0.16,0.18,0.0,1.0,0.0,0.96,0.2,1.0,1.0,0.0,0.04,1.0,0.96,0.0,0.01
0.81,5.0,1.0,1.88,4.0,1.08,0.11,0.57,0.16,0.01,0.21,0.56,0.16,0.17,0.17,0.4,0.16,0.04,0.53,0.03,0.29,0.0,0.29,0.08,0.08,0.11,3.0,0.0,1.9,0.73,3.0,3.0,0.0,0.06,1.0,0.94,0.01,0.03
1.26,7.0,1.0,2.43,6.0,1.61,0.14,0.86,0.32,0.01,0.26,0.85,0.21,0.07,0.19,0.66,0.19,0.02,0.83,0.02,0.41,0.0,0.41,0.1,0.08,0.17,3.0,0.0,1.45,0.88,3.0,5.0,0.0,0.07,1.0,0.93,0.01,0.03
3.0,14.95,0.0,2.41,14.95,3.75,0.05,1.01,0.09,0.0,0.14,1.01,0.24,0.0,0.44,0.58,0.44,0.0,1.01,0.0,0.5,0.0,0.5,0.06,0.1,0.0,10.66,-0.33,8.46,3.24,10.99,13.07,0.0,0.19,1.71,0.63,0.01,0.02
1.08,7.0,1.0,3.49,6.0,2.08,0.16,0.83,0.02,0.01,0.22,0.83,0.16,0.08,0.49,0.35,0.48,0.02,0.81,0.02,0.4,0.0,0.4,0.06,0.06,0.11,5.0,-1.0,2.9,2.17,6.0,7.0,0.01,0.14,1.0,0.86,0.01,0.02
2.87,24.0,0.0,3.49,24.0,5.07,0.05,5.0,0.09,0.0,0.3,5.0,0.78,0.0,0.39,4.61,0.39,0.03,4.97,0.03,4.49,0.0,4.49,0.39,0.95,0.07,2.0,-8.0,-1.45,2.38,10.0,20.0,0.01,0.47,2.0,0.72,0.03,0.06
2.68,9.0,0.0,2.12,9.0,1.62,0.07,1.29,0.06,0.0,0.25,1.29,0.23,0.08,0.61,0.67,0.61,0.0,1.28,0.0,0.62,0.0,0.62,0.1,0.13,0.13,0.0,-7.0,-3.34,1.33,7.0,7.0,0.0,0.08,1.0,0.92,0.01,0.03
2.1,4.0,0.0,1.39,4.0,1.04,0.04,0.31,0.11,0.0,0.07,0.31,0.08,0.04,0.15,0.16,0.15,0.01,0.3,0.01,0.17,0.0,0.17,0.05,0.04,0.1,11.0,0.0,5.76,2.18,11.0,11.0,0.01,0.2,2.0,0.81,0.01,0.02
2.12,3.0,0.0,1.21,3.0,0.57,0.04,0.33,0.13,0.0,0.1,0.33,0.08,0.07,0.04,0.29,0.04,0.01,0.32,0.01,0.27,0.0,0.27,0.08,0.06,0.1,11.0,0.0,6.53,2.65,11.0,12.0,0.01,0.19,1.0,0.81,0.01,0.04
0.64,5.0,0.0,1.59,5.0,0.83,0.22,3.0,0.27,0.0,0.7,3.0,0.53,0.3,0.09,2.91,0.09,0.04,2.96,0.04,2.33,0.0,2.33,0.37,0.48,0.26,0.0,-4.0,-2.76,1.11,4.0,6.0,0.01,0.07,1.0,0.93,0.03,0.11
1.84,3.0,0.0,1.22,3.0,0.7,0.03,0.19,0.11,0.0,0.06,0.19,0.05,0.07,0.12,0.07,0.12,0.0,0.18,0.0,0.13,0.0,0.13,0.04,0.03,0.16,0.0,-5.0,-1.67,1.02,5.0,5.0,0.0,0.11,1.0,0.89,0.0,0.01
3.0,5.0,0.0,1.05,5.0,1.19,0.02,2.0,0.16,0.0,0.14,2.0,0.25,0.34,0.03,1.97,0.03,0.0,2.0,0.0,2.0,0.0,2.0,0.14,0.28,0.32,0.0,-51.0,-28.49,19.49,51.0,51.0,0.01,0.28,2.0,0.74,0.03,0.07
0.72,6.0,0.0,1.71,6.0,1.36,0.17,1.33,0.48,0.0,0.33,1.33,0.33,0.08,0.31,1.03,0.31,0.05,1.29,0.05,1.19,0.0,1.19,0.4,0.3,0.27,4.0,0.0,1.85,1.62,4.0,5.0,0.01,0.07,1.0,0.93,0.02,0.09
3.0,1.0,0.0,0.94,1.0,0.23,0.03,1.0,0.23,0.0,0.18,1.0,0.18,0.07,0.09,0.91,0.09,0.01,0.99,0.01,1.0,0.0,1.0,0.15,0.19,0.06,11.0,0.0,6.61,2.97,11.0,19.0,0.0,0.08,1.0,0.92,0.02,0.11
2.54,20.0,0.0,5.09,20.0,4.55,0.09,1.33,0.13,0.0,0.29,1.33,0.28,0.0,0.2,1.14,0.2,0.01,1.33,0.01,0.9,0.0,0.9,0.16,0.16,0.0,8.0,-5.0,0.09,3.89,13.0,26.0,0.01,0.58,3.0,0.62,0.04,0.06
2.71,27.0,0.0,1.88,27.0,4.9,0.09,3.43,0.06,0.0,0.14,3.43,0.4,0.54,0.42,3.01,0.42,0.0,3.43,0.0,2.65,0.0,2.65,0.13,0.34,0.48,15.0,0.0,9.59,3.68,15.0,24.0,0.01,0.2,5.0,0.89,0.02,0.07
3.0,5.0,0.0,1.55,5.0,1.3,0.04,0.29,0.01,0.0,0.09,0.29,0.08,0.07,0.25,0.04,0.25,0.0,0.29,0.0,0.11,0.0,0.11,0.04,0.03,0.21,19.0,0.0,14.57,4.17,19.0,34.0,0.01,0.24,2.0,0.76,0.01,0.03
3.0,8.0,0.0,1.84,8.0,1.27,0.03,0.44,0.79,0.0,0.11,0.44,0.08,0.06,0.1,0.34,0.1,0.0,0.44,0.0,0.33,0.0,0.33,0.07,0.07,0.06,0.0,-3.0,-1.15,1.26,3.0,5.0,0.0,0.06,1.0,0.94,0.01,0.04
3.0,4.0,0.0,1.56,4.0,0.84,0.05,0.57,0.28,0.0,0.17,0.57,0.13,0.18,0.16,0.41,0.16,0.0,0.57,0.0,0.38,0.0,0.38,0.1,0.09,0.2,31.0,0.0,17.99,8.33,31.0,31.0,0.01,0.22,2.0,0.79,0.02,0.05
0.98,13.0,1.0,4.77,12.0,3.77,0.21,0.8,0.18,0.01,0.31,0.79,0.23,0.02,0.38,0.42,0.37,0.04,0.76,0.03,0.46,0.0,0.46,0.13,0.12,0.05,0.0,-1.0,-0.24,0.43,1.0,2.0,0.0,0.05,1.0,0.95,0.0,0.02
2.65,1.0,0.0,0.95,1.0,0.21,0.03,1.0,0.65,0.0,0.15,1.0,0.17,0.02,0.13,0.88,0.13,0.01,0.99,0.01,1.0,0.0,1.0,0.15,0.21,0.07,4.0,0.0,1.11,1.43,4.0,4.0,0.0,0.05,1.0,0.95,0.01,0.03
1.77,7.0,0.0,2.58,7.0,1.67,0.13,0.88,0.52,0.0,0.29,0.88,0.22,0.13,0.23,0.65,0.23,0.01,0.86,0.01,0.52,0.0,0.52,0.12,0.11,0.14,0.0,-9.0,-2.52,2.75,9.0,9.0,0.01,0.1,2.0,0.93,0.01,0.03
1.05,3.0,0.0,1.21,3.0,0.49,0.21,2.0,0.08,0.0,0.46,2.0,0.34,0.3,0.14,1.86,0.14,0.05,1.95,0.05,1.75,0.0,1.75,0.23,0.3,0.28,1.0,-4.0,-0.37,1.55,5.0,10.0,0.01,0.05,1.0,0.95,0.02,0.08
1.25,6.0,1.0,1.78,5.0,0.96,0.11,2.0,0.94,0.01,0.32,1.99,0.41,0.0,0.13,1.87,0.12,0.04,1.96,0.03,1.93,0.0,1.93,0.42,0.47,0.08,2.0,0.0,1.51,0.81,2.0,2.0,0.0,0.03,1.0,0.97,0.0,0.01
3.0,17.0,1.0,7.21,16.0,4.81,0.06,0.38,0.25,0.0,0.12,0.38,0.1,0.0,0.27,0.12,0.27,0.01,0.38,0.0,0.26,0.0,0.26,0.05,0.06,0.0,28.0,0.0,18.24,9.92,28.0,28.0,0.01,1.0,3.0,0.46,0.02,0.02
0.85,10.0,1.0,2.82,9.0,2.14,0.26,3.0,0.08,0.01,0.52,2.99,0.49,0.07,0.34,2.66,0.33,0.25,2.75,0.24,2.33,0.0,2.33,0.36,0.38,0.07,7.0,0.0,5.61,2.41,7.0,7.0,0.01,0.09,2.0,0.94,0.01,0.04
0.64,8.0,1.0,2.95,7.0,1.97,0.3,1.0,0.14,0.03,0.36,0.97,0.26,0.16,0.32,0.68,0.29,0.14,0.86,0.11,0.42,0.0,0.42,0.13,0.1,0.16,0.0,-22.0,-18.15,6.33,22.0,22.0,0.03,0.34,2.0,0.77,0.04,0.08
3.0,17.0,0.0,4.6,17.0,4.63,0.06,8.0,0.09,0.0,0.67,8.0,1.17,0.06,1.27,6.73,1.27,0.0,8.0,0.0,6.93,0.0,6.93,0.44,1.21,0.12,9.0,-1.0,3.06,3.51,10.0,11.0,0.0,0.21,1.0,0.79,0.02,0.04
1.65,6.0,0.0,2.27,6.0,1.3,0.12,1.5,0.54,0.0,0.32,1.5,0.27,0.03,0.25,1.25,0.25,0.01,1.49,0.01,1.06,0.0,1.06,0.21,0.26,0.08,0.0,-10.0,-3.98,2.94,10.0,10.0,0.01,0.11,1.0,0.89,0.01,0.04
2.32,6.0,0.0,1.86,6.0,1.21,0.1,1.5,0.65,0.0,0.43,1.5,0.35,0.15,0.12,1.38,0.12,0.01,1.49,0.01,0.83,0.0,0.83,0.16,0.17,0.21,14.0,0.0,7.24,5.14,14.0,14.0,0.01,0.12,1.0,0.88,0.03,0.08
0.52,5.0,0.0,2.0,5.0,1.09,0.1,1.0,0.11,0.0,0.27,1.0,0.23,0.04,0.24,0.76,0.24,0.04,0.96,0.04,0.7,0.0,0.7,0.25,0.21,0.04,4.0,0.0,0.96,1.5,4.0,5.0,0.01,0.19,1.0,0.81,0.03,0.06
1.92,7.0,0.0,2.77,7.0,1.88,0.12,1.0,0.23,0.0,0.33,1.0,0.26,0.05,0.17,0.83,0.17,0.01,0.99,0.01,0.67,0.0,0.67,0.15,0.13,0.11,12.0,0.0,4.74,4.06,12.0,12.0,0.01,0.14,2.0,0.87,0.02,0.05
1.9,11.0,0.0,4.31,11.0,3.04,0.1,1.57,0.16,0.0,0.52,1.57,0.41,0.07,0.88,0.7,0.88,0.0,1.57,0.0,0.46,0.0,0.46,0.13,0.11,0.05,0.0,-12.0,-7.48,3.06,12.0,14.0,0.01,0.31,2.0,0.76,0.03,0.07
0.73,10.0,0.0,2.41,10.0,2.99,0.15,5.0,0.29,0.0,0.47,5.0,0.99,0.25,0.08,4.92,0.08,0.0,5.0,0.0,5.0,0.0,5.0,0.54,1.26,0.33,0.0,-13.0,-8.19,3.9,13.0,13.0,0.02,0.28,2.0,0.74,0.03,0.05
1.55,8.0,0.0,2.69,8.0,2.07,0.15,1.17,0.17,0.0,0.33,1.17,0.29,0.14,0.33,0.83,0.33,0.02,1.15,0.02,0.83,0.0,0.83,0.12,0.13,0.21,10.0,0.0,5.56,3.54,10.0,17.0,0.01,0.2,1.0,0.8,0.02,0.05
1.39,2.0,0.0,0.98,2.0,0.17,0.09,1.0,0.05,0.0,0.32,1.0,0.3,0.1,0.12,0.88,0.12,0.02,0.98,0.02,1.0,0.0,1.0,0.28,0.3,0.06,7.0,0.0,3.7,2.74,7.0,7.0,0.01,0.05,1.0,0.95,0.02,0.12
3.0,9.0,0.0,2.25,9.0,1.64,0.08,2.0,0.92,0.0,0.3,2.0,0.28,0.04,0.37,1.63,0.37,0.0,2.0,0.0,2.0,0.0,2.0,0.22,0.27,0.14,0.0,-24.0,-6.93,7.26,24.0,24.0,0.01,0.16,2.0,0.86,0.03,0.17
2.75,13.0,1.0,4.04,12.0,3.62,0.1,2.2,0.11,0.0,0.48,2.2,0.54,0.12,0.35,1.85,0.35,0.01,2.19,0.01,1.29,0.0,1.29,0.22,0.28,0.03,6.0,-4.0,3.96,3.7,10.0,14.0,0.01,0.21,3.0,0.85,0.03,0.07
2.09,16.0,1.0,4.74,15.0,4.08,0.08,8.0,0.12,0.01,0.45,7.99,1.36,0.0,0.05,7.95,0.04,0.06,7.94,0.05,7.98,0.01,7.97,0.76,1.87,0.0,2.0,0.0,0.8,0.67,2.0,7.0,0.0,0.21,1.0,0.79,0.03,0.1
1.94,5.0,0.0,2.14,5.0,1.28,0.06,1.0,0.47,0.0,0.15,1.0,0.18,0.05,0.22,0.78,0.22,0.01,0.99,0.01,0.91,0.0,0.91,0.12,0.2,0.09,5.0,0.0,3.72,1.62,5.0,8.0,0.0,0.14,1.0,0.86,0.01,0.02
1.29,4.0,0.0,1.23,4.0,0.66,0.1,1.0,0.04,0.0,0.39,1.0,0.3,0.07,0.1,0.9,0.1,0.02,0.98,0.02,0.94,0.0,0.94,0.33,0.29,0.11,1.0,0.0,0.42,0.49,1.0,1.0,0.0,0.01,1.0,0.99,0.01,0.05
1.55,17.0,0.0,1.65,17.0,2.06,0.27,3.0,0.19,0.0,0.86,3.0,0.6,0.32,0.39,2.61,0.39,0.04,2.96,0.04,2.5,0.0,2.5,0.42,0.51,0.35,30.0,0.0,14.87,9.8,30.0,57.0,0.04,0.22,3.0,0.81,0.13,0.35
2.22,7.0,0.0,2.72,7.0,1.63,0.09,0.86,0.32,0.0,0.32,0.86,0.23,0.08,0.48,0.37,0.48,0.02,0.84,0.02,0.65,0.0,0.65,0.14,0.12,0.14,7.0,-1.0,0.04,1.9,8.0,12.0,0.01,0.16,3.0,0.91,0.02,0.06
3.0,2.0,0.0,0.9,2.0,0.33,0.02,1.0,0.13,0.0,0.24,1.0,0.25,0.11,0.14,0.86,0.14,0.0,1.0,0.0,1.0,0.0,1.0,0.18,0.23,0.17,0.0,-12.0,-4.91,3.85,12.0,12.0,0.0,0.12,1.0,0.88,0.06,0.21
2.77,5.0,0.0,1.67,5.0,1.16,0.05,0.63,0.22,0.0,0.19,0.63,0.16,0.05,0.38,0.24,0.38,0.0,0.62,0.0,0.38,0.0,0.38,0.1,0.08,0.14,0.0,-5.0,-2.79,1.97,5.0,12.0,0.0,0.13,1.0,0.87,0.01,0.04
1.52,7.0,0.0,2.28,7.0,1.5,0.11,1.75,0.61,0.0,0.28,1.75,0.28,0.06,0.04,1.71,0.04,0.01,1.74,0.01,1.37,0.0,1.37,0.19,0.25,0.04,0.0,-19.0,-14.04,6.19,19.0,19.0,0.01,0.27,2.0,0.77,0.03,0.08
3.0,16.0,0.0,2.17,16.0,3.18,0.05,1.22,0.06,0.0,0.13,1.22,0.2,0.12,0.32,0.9,0.32,0.0,1.22,0.0,0.61,0.0,0.61,0.05,0.07,0.2,21.0,0.0,7.01,7.28,21.0,46.0,0.01,0.23,2.0,0.79,0.01,0.03
1.5,17.0,1.0,4.58,16.0,4.12,0.27,2.75,0.18,0.01,0.61,2.74,0.61,0.05,0.29,2.46,0.28,0.08,2.67,0.07,1.9,0.0,1.9,0.34,0.38,0.09,17.0,0.0,12.47,6.4,17.0,23.0,0.02,0.26,3.0,0.83,0.04,0.11
2.26,6.0,1.0,1.89,5.0,1.27,0.07,0.75,0.2,0.0,0.21,0.75,0.19,0.05,0.27,0.48,0.27,0.01,0.74,0.01,0.41,0.0,0.41,0.09,0.08,0.11,2.0,0.0,1.45,0.52,2.0,3.0,0.0,0.04,1.0,0.96,0.0,0.02
1.19,6.0,0.0,2.66,6.0,1.69,0.08,0.4,0.49,0.0,0.17,0.4,0.11,0.12,0.05,0.35,0.05,0.07,0.33,0.07,0.31,0.0,0.31,0.08,0.07,0.03,1.0,-1.0,0.28,0.93,2.0,3.0,0.0,0.09,1.0,0.91,0.01,0.03
2.35,3.0,1.0,1.51,2.0,0.6,0.05,0.43,0.07,0.0,0.15,0.43,0.09,0.04,0.21,0.22,0.21,0.01,0.42,0.01,0.32,0.0,0.32,0.08,0.07,0.13,6.0,0.0,1.99,2.43,6.0,6.0,0.0,0.08,1.0,0.92,0.01,0.03
1.2,4.0,1.0,1.4,3.0,0.67,0.06,0.4,0.6,0.01,0.1,0.39,0.07,0.13,0.1,0.3,0.09,0.13,0.27,0.12,0.31,0.0,0.31,0.05,0.07,0.16,4.0,0.0,1.48,1.68,4.0,4.0,0.0,0.09,1.0,0.91,0.01,0.03
2.13,10.0,0.0,1.34,10.0,1.04,0.12,6.0,0.53,0.0,0.53,6.0,0.6,0.18,0.23,5.77,0.23,0.02,5.98,0.02,5.7,0.0,5.7,0.44,0.68,0.17,13.0,0.0,6.6,4.79,13.0,31.0,0.01,0.17,1.0,0.83,0.06,0.19
2.49,17.0,1.0,6.35,16.0,4.4,0.06,0.33,0.26,0.0,0.12,0.33,0.09,0.0,0.07,0.26,0.07,0.01,0.32,0.0,0.13,0.0,0.13,0.05,0.04,0.0,5.0,0.0,2.67,2.09,5.0,5.0,0.0,0.22,2.0,0.83,0.0,0.01
1.58,5.0,0.0,1.37,5.0,0.72,0.15,3.0,0.23,0.0,0.6,3.0,0.59,0.23,0.24,2.76,0.24,0.03,2.97,0.03,2.67,0.0,2.67,0.38,0.52,0.22,21.0,0.0,12.43,7.17,21.0,21.0,0.01,0.12,1.0,0.88,0.06,0.19
1.46,3.0,0.0,1.1,3.0,0.4,0.12,1.0,0.1,0.0,0.37,1.0,0.25,0.18,0.29,0.71,0.29,0.02,0.98,0.02,0.75,0.0,0.75,0.19,0.18,0.19,2.0,-2.0,1.06,1.1,4.0,6.0,0.0,0.04,1.0,0.96,0.01,0.09
1.35,12.0,1.0,2.69,11.0,2.82,0.13,3.33,0.13,0.0,0.35,3.33,0.5,0.05,0.32,3.01,0.32,0.02,3.31,0.02,3.0,0.0,3.0,0.24,0.52,0.11,5.0,0.0,1.23,1.34,5.0,11.0,0.01,0.17,1.0,0.83,0.02,0.04
3.0,28.0,0.0,1.95,28.0,3.92,0.03,1.0,0.09,0.0,0.06,1.0,0.13,0.16,0.12,0.88,0.12,0.0,1.0,0.0,0.95,0.0,0.95,0.06,0.17,0.22,11.0,-1.0,8.98,3.16,12.0,15.0,0.0,0.26,6.0,0.82,0.01,0.03
2.29,16.0,0.0,3.38,16.0,4.35,0.09,2.14,0.15,0.0,0.39,2.14,0.58,0.08,0.2,1.95,0.2,0.01,2.14,0.01,0.76,0.0,0.76,0.14,0.18,0.03,0.0,-15.0,-8.72,6.09,15.0,16.0,0.01,0.25,2.0,0.79,0.02,0.06
1.68,21.0,1.0,3.66,20.0,4.58,0.07,1.05,0.1,0.0,0.21,1.05,0.27,0.1,0.3,0.75,0.3,0.04,1.01,0.04,0.65,0.0,0.65,0.13,0.16,0.07,0.0,-1.0,-0.18,0.39,1.0,1.0,0.0,0.03,1.0,0.97,0.0,0.0
1.95,5.0,0.0,1.45,5.0,0.86,0.04,1.25,0.15,0.0,0.25,1.25,0.25,0.04,0.03,1.22,0.03,0.01,1.24,0.01,1.03,0.0,1.03,0.22,0.23,0.02,0.0,-5.0,-1.5,1.92,5.0,6.0,0.0,0.11,1.0,0.89,0.01,0.03
3.0,8.0,0.0,2.15,8.0,2.71,0.04,0.5,0.1,0.0,0.12,0.5,0.16,0.18,0.12,0.38,0.12,0.0,0.5,0.0,0.19,0.0,0.19,0.03,0.04,0.31,16.0,0.0,10.88,5.55,16.0,16.0,0.0,0.16,2.0,0.86,0.01,0.02
3.0,23.0,0.0,3.51,23.0,3.93,0.16,3.0,0.44,0.0,0.44,3.0,0.57,0.09,0.41,2.59,0.41,0.01,2.99,0.01,2.7,0.0,2.7,0.23,0.39,0.13,3.0,-10.0,-1.96,4.49,13.0,24.0,0.01,0.17,2.0,0.85,0.02,0.05
0.41,12.0,1.0,3.98,11.0,3.1,0.39,1.71,0.82,0.06,0.5,1.65,0.41,0.1,0.31,1.4,0.25,0.4,1.31,0.34,0.6,0.0,0.6,0.19,0.16,0.05,21.0,0.0,9.44,6.37,21.0,21.0,0.05,0.53,2.0,0.55,0.07,0.08
3.0,13.0,0.0,1.9,13.0,2.03,0.03,1.6,0.02,0.0,0.13,1.6,0.2,0.08,0.4,1.2,0.4,0.0,1.6,0.0,0.98,0.0,0.98,0.08,0.13,0.14,11.0,-4.0,2.96,5.88,15.0,28.0,0.0,0.25,6.0,0.82,0.02,0.06
2.4,12.0,0.0,1.84,12.0,2.33,0.06,1.0,0.68,0.0,0.13,1.0,0.18,0.33,0.02,0.98,0.02,0.0,1.0,0.0,1.0,0.0,1.0,0.09,0.17,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.67,10.0,1.0,2.95,9.0,2.43,0.07,0.67,0.1,0.0,0.16,0.66,0.16,0.05,0.49,0.18,0.49,0.01,0.66,0.01,0.37,0.0,0.37,0.08,0.08,0.03,0.0,-15.0,-12.63,3.49,15.0,17.0,0.01,0.4,3.0,0.74,0.02,0.05
2.97,36.0,0.0,8.4,36.0,9.37,0.07,2.0,0.04,0.0,0.36,2.0,0.48,0.0,0.88,1.13,0.88,0.01,1.99,0.01,1.38,0.0,1.38,0.37,0.42,0.0,0.0,-4.0,-2.04,0.76,4.0,4.0,0.0,0.16,1.0,0.84,0.02,0.07
0.47,13.0,0.0,4.18,13.0,3.69,0.44,1.63,0.16,0.0,0.54,1.63,0.48,0.12,0.81,0.81,0.81,0.1,1.52,0.1,1.17,0.0,1.17,0.21,0.23,0.06,4.0,-6.0,-2.94,3.4,10.0,16.0,0.03,0.32,2.0,0.74,0.05,0.09
3.0,4.0,0.0,1.39,4.0,0.74,0.03,0.67,0.32,0.0,0.14,0.67,0.12,0.08,0.2,0.47,0.2,0.0,0.66,0.0,0.52,0.0,0.52,0.08,0.08,0.06,19.0,0.0,11.59,4.03,19.0,19.0,0.01,0.21,2.0,0.8,0.02,0.04
1.85,6.0,1.0,2.05,5.0,1.38,0.12,1.0,0.07,0.0,0.26,1.0,0.22,0.07,0.38,0.63,0.37,0.01,0.99,0.01,0.93,0.0,0.93,0.13,0.16,0.12,7.0,0.0,4.03,2.88,7.0,7.0,0.0,0.07,1.0,0.93,0.01,0.04
3.0,3.0,0.0,1.31,3.0,0.61,0.02,0.6,0.32,0.0,0.13,0.6,0.1,0.17,0.24,0.36,0.24,0.0,0.6,0.0,0.5,0.0,0.5,0.09,0.09,0.21,10.0,0.0,5.97,2.39,10.0,10.0,0.0,0.16,1.0,0.84,0.01,0.03
3.0,17.0,1.0,4.52,16.0,4.08,0.06,0.93,0.51,0.0,0.24,0.93,0.23,0.0,0.46,0.47,0.46,0.0,0.93,0.0,0.62,0.0,0.62,0.13,0.12,0.0,4.0,0.0,2.29,1.45,4.0,9.0,0.0,0.13,2.0,0.9,0.0,0.02
2.24,70.0,1.0,21.86,69.0,22.29,0.07,0.3,0.43,0.0,0.13,0.3,0.13,0.0,0.23,0.07,0.23,0.0,0.3,0.0,0.28,0.01,0.27,0.08,0.09,0.0,0.0,-1.0,-0.5,0.5,1.0,1.0,0.0,0.14,1.0,0.86,0.0,0.0
2.73,31.0,0.0,5.1,31.0,6.93,0.15,15.0,0.08,0.0,0.76,15.0,1.79,0.04,1.27,13.72,1.27,0.01,14.99,0.01,13.47,0.0,13.47,0.6,1.86,0.04,33.0,0.0,18.04,7.76,33.0,60.0,0.02,0.72,6.0,0.6,0.11,0.34
1.74,3.0,0.0,1.12,3.0,0.48,0.11,1.0,0.02,0.0,0.39,1.0,0.31,0.17,0.37,0.63,0.37,0.02,0.98,0.02,1.0,0.0,1.0,0.25,0.25,0.17,0.0,-14.0,-4.84,3.34,14.0,14.0,0.01,0.08,1.0,0.92,0.03,0.1
2.89,7.0,0.0,1.08,7.0,0.77,0.06,2.0,0.07,0.0,0.41,2.0,0.42,0.15,0.47,1.53,0.47,0.0,2.0,0.0,1.5,0.0,1.5,0.28,0.33,0.17,10.0,0.0,6.77,2.49,10.0,10.0,0.0,0.07,1.0,0.93,0.03,0.13
0.56,12.0,1.0,2.11,11.0,2.13,0.41,12.0,0.57,0.02,0.94,11.98,1.57,0.17,0.27,11.73,0.25,0.08,11.92,0.06,11.67,0.0,11.67,1.01,2.01,0.11,0.0,-11.0,-9.7,2.67,11.0,12.0,0.02,0.11,2.0,0.91,0.05,0.23
0.94,21.0,1.0,6.39,20.0,6.82,0.12,1.24,0.33,0.0,0.37,1.23,0.42,0.0,0.06,1.17,0.06,0.01,1.22,0.01,0.6,0.01,0.59,0.16,0.16,0.0,1.0,0.0,0.26,0.44,1.0,2.0,0.0,0.11,1.0,0.89,0.01,0.02
1.83,17.0,0.0,2.54,17.0,2.32,0.13,2.5,0.26,0.0,0.33,2.5,0.42,0.02,0.18,2.32,0.18,0.02,2.48,0.02,2.26,0.0,2.26,0.3,0.43,0.05,14.0,0.0,10.66,4.44,14.0,17.0,0.01,0.19,2.0,0.84,0.04,0.15
0.36,7.0,1.0,3.44,6.0,2.0,0.33,1.0,0.09,0.01,0.43,0.99,0.27,0.12,0.5,0.5,0.49,0.05,0.95,0.04,0.44,0.0,0.44,0.15,0.13,0.13,8.0,0.0,6.89,2.39,8.0,8.0,0.02,0.24,2.0,0.79,0.03,0.06
1.01,7.0,1.0,2.31,6.0,1.48,0.18,1.4,0.06,0.02,0.28,1.38,0.24,0.04,0.59,0.81,0.57,0.06,1.34,0.05,0.84,0.0,0.84,0.17,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,18.0,1.0,1.83,17.0,2.47,0.03,1.0,0.03,0.0,0.1,1.0,0.15,0.02,0.21,0.79,0.21,0.01,0.99,0.0,0.9,0.0,0.9,0.08,0.13,0.03,0.0,-7.0,-6.17,1.64,7.0,9.0,0.0,0.14,3.0,0.92,0.01,0.06
1.1,5.0,0.0,2.13,5.0,1.17,0.15,5.0,0.91,0.0,0.74,5.0,0.91,0.22,0.08,4.92,0.08,0.01,4.99,0.01,4.97,0.0,4.97,0.66,1.22,0.17,7.0,0.0,4.85,1.92,7.0,14.0,0.01,0.18,1.0,0.82,0.06,0.2
1.25,9.0,0.0,2.24,9.0,2.05,0.13,9.0,0.07,0.0,0.42,9.0,1.11,0.04,0.64,8.36,0.64,0.02,8.98,0.02,8.63,0.0,8.63,0.47,1.45,0.18,10.0,0.0,6.78,2.2,10.0,10.0,0.01,0.13,2.0,0.89,0.05,0.24
3.0,9.0,1.0,2.23,8.0,2.02,0.04,1.14,0.08,0.0,0.23,1.14,0.28,0.06,0.32,0.82,0.32,0.0,1.14,0.0,0.57,0.0,0.57,0.1,0.11,0.11,26.0,0.0,13.94,9.32,26.0,26.0,0.0,0.27,2.0,0.76,0.03,0.06
1.6,3.0,0.0,1.3,3.0,0.62,0.05,0.38,0.05,0.0,0.12,0.38,0.09,0.13,0.26,0.11,0.26,0.01,0.37,0.01,0.31,0.0,0.31,0.08,0.07,0.11,0.0,-17.0,-9.23,5.11,17.0,17.0,0.01,0.3,1.0,0.7,0.03,0.05
1.52,11.0,0.0,2.71,11.0,2.95,0.06,0.69,0.15,0.0,0.16,0.69,0.19,0.06,0.25,0.44,0.25,0.01,0.68,0.01,0.35,0.0,0.35,0.09,0.09,0.0,0.0,-5.0,-2.66,1.35,5.0,5.0,0.0,0.15,1.0,0.85,0.01,0.03
1.15,3.0,0.0,1.41,3.0,0.56,0.32,3.0,0.18,0.0,0.62,3.0,0.39,0.34,0.4,2.6,0.4,0.29,2.71,0.29,2.0,0.0,2.0,0.32,0.35,0.37,0.0,-9.0,-6.43,2.38,9.0,9.0,0.01,0.03,1.0,0.97,0.02,0.11
