time,disMax,disMin,disAvg,disInter,disStd,speedAvg,vMax,vMaxPos,vMin,vAvg,vInter,vStd,vEqualPer,vPre5,vPre5DivVmax,vPre5DivVmin,vPost10,vPost10DivVmax,vPost10DivVmin,vdMax,vdMin,vdInter,vdAvg,vdStd,vdEqualPer,yMax,yMin,yAvg,yStd,yInter,yTotalDis,yv,yTotalDisAvg,yDisMax,yDisEqualPer,yvAvg,yvStd
0.89,11.0,0.0,2.16,11.0,1.51,0.24,1.5,0.41,0.0,0.38,1.5,0.3,0.05,0.27,1.23,0.27,0.08,1.42,0.08,1.2,0.0,1.2,0.26,0.29,0.04,12.0,0.0,6.18,5.03,12.0,12.0,0.01,0.12,1.0,0.88,0.03,0.08
2.3,3.0,0.0,1.36,3.0,0.71,0.05,1.0,0.53,0.0,0.15,1.0,0.14,0.2,0.11,0.89,0.11,0.0,1.0,0.0,1.0,0.0,1.0,0.12,0.15,0.16,30.0,0.0,15.08,8.64,30.0,30.0,0.01,0.34,1.0,0.66,0.04,0.07
2.69,5.0,0.0,1.85,5.0,1.22,0.06,4.0,0.54,0.0,0.28,4.0,0.49,0.05,0.03,3.97,0.03,0.01,3.99,0.01,3.8,0.0,3.8,0.27,0.61,0.05,0.0,-8.0,-2.19,2.39,8.0,8.0,0.0,0.1,1.0,0.9,0.0,0.02
3.0,13.0,0.0,3.2,13.0,3.5,0.07,2.0,0.48,0.0,0.4,2.0,0.5,0.07,0.02,1.98,0.02,0.0,2.0,0.0,2.0,0.0,2.0,0.2,0.26,0.06,0.0,-32.0,-17.33,11.23,32.0,32.0,0.01,0.35,3.0,0.73,0.04,0.09
0.84,2.0,0.0,1.04,2.0,0.36,0.2,2.0,0.52,0.0,0.4,2.0,0.33,0.11,0.06,1.94,0.06,0.1,1.9,0.1,1.8,0.0,1.8,0.33,0.34,0.18,15.0,0.0,10.52,3.57,15.0,15.0,0.02,0.09,1.0,0.91,0.04,0.16
1.4,2.0,0.0,0.97,2.0,0.36,0.1,1.0,0.1,0.0,0.3,1.0,0.28,0.1,0.07,0.93,0.07,0.02,0.98,0.02,0.88,0.0,0.88,0.25,0.25,0.07,0.0,-18.0,-7.93,3.38,18.0,18.0,0.01,0.12,1.0,0.88,0.04,0.16
1.5,12.0,0.0,4.26,12.0,3.56,0.13,1.8,0.11,0.0,0.55,1.8,0.52,0.04,0.08,1.72,0.08,0.01,1.79,0.01,0.91,0.0,0.91,0.21,0.21,0.05,23.0,-2.0,14.3,9.09,25.0,29.0,0.02,0.63,2.0,0.5,0.08,0.1
2.93,3.0,0.0,1.37,3.0,0.65,0.04,0.38,0.3,0.0,0.11,0.38,0.08,0.03,0.02,0.35,0.02,0.01,0.37,0.01,0.31,0.0,0.31,0.08,0.06,0.14,24.0,0.0,11.09,8.58,24.0,24.0,0.01,0.29,2.0,0.77,0.02,0.05
3.0,12.0,1.0,3.26,11.0,2.51,0.14,6.0,0.29,0.0,0.44,6.0,0.57,0.04,0.73,5.27,0.73,0.01,5.99,0.01,5.33,0.0,5.33,0.28,0.56,0.05,40.0,0.0,19.97,10.59,40.0,76.0,0.02,0.49,4.0,0.71,0.07,0.12
1.27,15.0,0.0,2.97,15.0,3.72,0.09,0.88,0.43,0.0,0.18,0.88,0.22,0.14,0.09,0.8,0.09,0.01,0.87,0.01,0.53,0.0,0.53,0.08,0.11,0.09,3.0,-2.0,-0.34,1.53,5.0,8.0,0.01,0.22,2.0,0.81,0.01,0.02
3.0,9.0,0.0,2.35,9.0,1.75,0.07,2.0,0.28,0.0,0.29,2.0,0.31,0.09,0.06,1.94,0.06,0.01,1.99,0.01,2.0,0.0,2.0,0.16,0.29,0.13,27.0,0.0,18.91,8.79,27.0,29.0,0.01,0.31,2.0,0.72,0.04,0.06
1.04,5.0,0.0,1.5,5.0,1.39,0.13,4.0,0.57,0.0,0.26,4.0,0.51,0.21,0.23,3.77,0.23,0.01,3.99,0.01,4.0,0.0,4.0,0.29,0.67,0.15,0.0,-2.0,-1.84,0.49,2.0,2.0,0.0,0.02,1.0,0.98,0.0,0.02
1.19,6.0,1.0,2.13,5.0,1.44,0.09,0.35,0.08,0.01,0.14,0.34,0.09,0.04,0.28,0.08,0.27,0.03,0.32,0.02,0.2,0.0,0.2,0.05,0.04,0.06,5.0,0.0,3.6,1.09,5.0,5.0,0.0,0.1,2.0,0.92,0.01,0.03
3.0,4.0,0.0,1.06,4.0,0.74,0.01,1.0,0.02,0.0,0.15,1.0,0.2,0.05,0.13,0.88,0.13,0.01,0.99,0.01,1.0,0.0,1.0,0.16,0.22,0.02,12.0,0.0,5.73,4.88,12.0,18.0,0.0,0.14,1.0,0.86,0.02,0.1
1.25,4.0,0.0,1.4,4.0,0.77,0.19,3.0,0.21,0.0,0.6,3.0,0.55,0.22,0.16,2.84,0.16,0.03,2.97,0.03,2.0,0.0,2.0,0.36,0.41,0.25,0.0,-4.0,-2.19,1.2,4.0,8.0,0.01,0.05,1.0,0.95,0.02,0.1
1.29,4.0,0.0,1.78,4.0,1.05,0.09,1.0,0.88,0.0,0.2,1.0,0.2,0.02,0.13,0.87,0.13,0.02,0.98,0.02,0.99,0.0,0.99,0.12,0.18,0.05,1.0,0.0,0.02,0.12,1.0,1.0,0.0,0.02,1.0,0.98,0.0,0.01
3.0,4.0,0.0,1.36,4.0,0.88,0.02,0.57,0.03,0.0,0.13,0.57,0.12,0.18,0.34,0.23,0.34,0.0,0.57,0.0,0.45,0.0,0.45,0.08,0.09,0.14,71.0,0.0,26.8,26.26,71.0,74.0,0.01,0.56,4.0,0.68,0.06,0.13
1.92,10.0,0.0,3.7,10.0,3.11,0.08,0.63,0.14,0.0,0.22,0.63,0.19,0.17,0.44,0.18,0.44,0.0,0.62,0.0,0.35,0.0,0.35,0.06,0.07,0.07,0.0,-46.0,-29.55,14.6,46.0,48.0,0.03,1.12,6.0,0.4,0.06,0.08
1.45,13.0,1.0,3.09,12.0,2.84,0.09,1.75,0.12,0.0,0.22,1.75,0.3,0.02,0.26,1.49,0.26,0.03,1.72,0.03,1.61,0.0,1.61,0.15,0.32,0.02,0.0,-3.0,-2.52,0.99,3.0,3.0,0.0,0.07,1.0,0.93,0.01,0.04
2.31,6.0,0.0,2.27,6.0,1.64,0.06,0.75,0.19,0.0,0.21,0.75,0.18,0.05,0.33,0.42,0.33,0.01,0.74,0.01,0.28,0.0,0.28,0.09,0.07,0.02,0.0,-15.0,-11.66,4.59,15.0,19.0,0.01,0.3,3.0,0.75,0.03,0.06
1.23,9.0,1.0,2.67,8.0,2.04,0.09,1.2,0.14,0.0,0.31,1.2,0.32,0.05,0.29,0.91,0.28,0.01,1.19,0.01,0.57,0.0,0.57,0.19,0.18,0.02,6.0,0.0,2.55,2.72,6.0,6.0,0.0,0.14,2.0,0.88,0.01,0.04
3.0,3.0,0.0,1.46,3.0,0.72,0.03,1.5,0.02,0.0,0.17,1.5,0.22,0.06,0.18,1.32,0.18,0.0,1.5,0.0,1.4,0.0,1.4,0.13,0.26,0.07,7.0,0.0,2.03,2.35,7.0,7.0,0.0,0.06,2.0,0.95,0.01,0.03
1.49,12.0,1.0,2.75,11.0,2.73,0.16,1.6,0.75,0.0,0.33,1.6,0.36,0.16,0.06,1.54,0.05,0.02,1.58,0.02,0.82,0.0,0.82,0.12,0.14,0.13,0.0,-6.0,-2.43,1.75,6.0,10.0,0.01,0.11,1.0,0.89,0.01,0.04
1.98,10.0,0.0,1.98,10.0,2.27,0.06,0.59,0.05,0.0,0.11,0.59,0.14,0.04,0.37,0.22,0.37,0.03,0.56,0.03,0.31,0.0,0.31,0.06,0.06,0.21,10.0,0.0,5.32,2.75,10.0,20.0,0.01,0.34,2.0,0.67,0.02,0.03
2.38,8.24,0.0,2.75,8.24,2.49,0.08,1.07,0.06,0.0,0.19,1.07,0.22,0.0,0.47,0.6,0.47,0.0,1.06,0.0,0.79,0.0,0.79,0.09,0.15,0.0,14.75,-0.74,8.76,4.93,15.49,26.36,0.01,0.39,1.72,0.37,0.02,0.03
0.59,7.0,1.0,1.72,6.0,1.09,0.12,1.0,0.72,0.02,0.18,0.98,0.17,0.05,0.19,0.81,0.17,0.18,0.82,0.16,0.88,0.0,0.88,0.16,0.19,0.0,9.0,0.0,3.68,3.31,9.0,9.0,0.02,0.21,1.0,0.79,0.02,0.06
1.07,9.0,1.0,2.6,8.0,2.18,0.1,1.29,0.12,0.01,0.31,1.28,0.34,0.05,0.33,0.95,0.33,0.02,1.27,0.01,0.85,0.0,0.85,0.11,0.15,0.05,19.0,0.0,13.2,4.72,19.0,19.0,0.02,0.44,2.0,0.67,0.06,0.09
1.07,13.0,0.0,1.8,13.0,1.78,0.22,6.0,0.22,0.0,0.6,6.0,0.75,0.08,0.44,5.56,0.44,0.04,5.96,0.04,5.42,0.0,5.42,0.47,0.7,0.12,12.0,0.0,9.43,3.88,12.0,13.0,0.01,0.1,1.0,0.9,0.03,0.13
1.53,5.0,0.0,1.92,5.0,1.14,0.13,0.71,0.44,0.0,0.23,0.71,0.17,0.06,0.11,0.6,0.11,0.02,0.69,0.02,0.5,0.0,0.5,0.11,0.1,0.08,0.0,-7.0,-5.64,1.66,7.0,10.0,0.01,0.09,1.0,0.91,0.01,0.04
1.52,12.0,1.0,3.81,11.0,2.4,0.11,1.2,0.51,0.0,0.35,1.2,0.25,0.05,0.41,0.79,0.4,0.01,1.19,0.01,0.65,0.0,0.65,0.15,0.13,0.02,0.0,-8.0,-5.43,2.34,8.0,8.0,0.01,0.19,3.0,0.91,0.02,0.06
1.56,2.0,0.0,1.33,2.0,0.51,0.04,0.29,0.35,0.0,0.12,0.29,0.08,0.23,0.13,0.16,0.13,0.01,0.28,0.01,0.24,0.0,0.24,0.07,0.07,0.13,0.0,-12.0,-6.22,3.2,12.0,13.0,0.01,0.27,1.0,0.73,0.02,0.04
1.04,5.0,1.0,1.98,4.0,1.41,0.08,0.38,0.55,0.01,0.13,0.37,0.1,0.07,0.28,0.09,0.27,0.04,0.33,0.04,0.31,0.0,0.31,0.07,0.06,0.0,6.0,0.0,2.6,1.54,6.0,6.0,0.01,0.14,1.0,0.86,0.01,0.02
1.96,7.0,0.0,1.02,7.0,1.67,0.06,0.5,0.01,0.0,0.06,0.5,0.11,0.41,0.36,0.14,0.36,0.0,0.5,0.0,0.12,0.0,0.12,0.03,0.03,0.44,3.0,0.0,1.13,0.62,3.0,9.0,0.0,0.08,1.0,0.92,0.0,0.02
1.43,11.0,0.0,3.91,11.0,3.41,0.06,1.8,0.32,0.0,0.46,1.8,0.51,0.1,0.01,1.79,0.01,0.0,1.8,0.0,1.25,0.0,1.25,0.29,0.35,0.0,0.0,-5.0,-2.39,1.52,5.0,5.0,0.0,0.23,1.0,0.77,0.01,0.02
2.3,7.0,1.0,2.11,6.0,1.43,0.09,1.67,0.14,0.0,0.3,1.66,0.35,0.12,0.39,1.28,0.38,0.02,1.65,0.01,1.44,0.0,1.44,0.27,0.36,0.14,12.0,0.0,8.64,4.41,12.0,12.0,0.01,0.12,1.0,0.88,0.02,0.06
1.54,25.0,1.0,3.62,24.0,3.54,0.17,5.0,0.07,0.0,0.52,5.0,0.77,0.01,0.31,4.69,0.3,0.03,4.97,0.03,4.57,0.0,4.57,0.43,0.86,0.04,0.0,-16.0,-12.04,4.8,16.0,20.0,0.01,0.27,3.0,0.82,0.04,0.11
1.24,5.0,1.0,1.93,4.0,1.12,0.09,0.75,0.07,0.01,0.21,0.74,0.18,0.09,0.18,0.57,0.17,0.07,0.68,0.06,0.57,0.0,0.57,0.11,0.12,0.02,3.0,0.0,1.19,0.71,3.0,3.0,0.0,0.05,1.0,0.95,0.0,0.02
3.0,12.0,0.0,2.04,12.0,2.08,0.06,1.14,0.24,0.0,0.17,1.14,0.21,0.1,0.23,0.92,0.23,0.01,1.14,0.01,1.0,0.0,1.0,0.16,0.19,0.17,6.0,0.0,0.83,1.55,6.0,6.0,0.0,0.06,2.0,0.97,0.0,0.02
1.0,10.0,1.0,3.93,9.0,3.02,0.11,1.33,0.22,0.0,0.48,1.33,0.43,0.0,0.09,1.25,0.08,0.02,1.31,0.02,0.68,0.02,0.67,0.23,0.21,0.12,1.0,0.0,0.25,0.43,1.0,1.0,0.0,0.04,1.0,0.96,0.01,0.05
1.35,6.0,1.0,2.76,5.0,1.37,0.08,0.86,0.18,0.0,0.3,0.85,0.22,0.05,0.22,0.64,0.21,0.01,0.85,0.01,0.63,0.0,0.63,0.17,0.16,0.08,0.0,-2.0,-1.13,0.99,2.0,2.0,0.0,0.05,2.0,0.97,0.01,0.05
0.96,13.0,1.0,3.52,12.0,3.1,0.11,0.72,0.62,0.0,0.21,0.72,0.18,0.0,0.04,0.69,0.03,0.01,0.71,0.01,0.47,0.02,0.45,0.13,0.1,0.0,1.0,-6.0,-2.6,2.68,7.0,13.0,0.01,0.45,2.0,0.69,0.03,0.05
3.0,6.0,0.0,1.98,6.0,1.5,0.05,0.36,0.03,0.0,0.11,0.36,0.1,0.13,0.28,0.09,0.28,0.01,0.36,0.01,0.26,0.0,0.26,0.04,0.05,0.17,1.0,0.0,0.49,0.5,1.0,1.0,0.0,0.01,1.0,0.99,0.0,0.01
1.69,11.0,1.0,1.98,10.0,2.04,0.13,3.0,0.42,0.0,0.43,3.0,0.44,0.12,0.22,2.78,0.22,0.01,2.99,0.01,2.87,0.0,2.87,0.36,0.45,0.14,0.0,-1.0,-0.36,0.48,1.0,3.0,0.0,0.03,1.0,0.97,0.01,0.09
2.59,9.0,0.0,1.34,9.0,1.04,0.08,2.0,0.45,0.0,0.46,2.0,0.42,0.11,0.28,1.72,0.28,0.01,1.99,0.01,1.8,0.0,1.8,0.35,0.37,0.18,0.0,-9.0,-4.81,3.1,9.0,9.0,0.0,0.06,1.0,0.94,0.02,0.1
0.93,25.0,1.0,4.19,24.0,5.57,0.12,1.38,0.19,0.01,0.25,1.37,0.34,0.0,0.16,1.22,0.15,0.03,1.35,0.02,0.88,0.0,0.87,0.14,0.23,0.0,8.0,0.0,6.56,2.3,8.0,8.0,0.01,0.31,2.0,0.81,0.03,0.07
2.6,9.0,0.0,2.88,9.0,1.6,0.09,0.57,0.04,0.0,0.18,0.57,0.12,0.13,0.24,0.33,0.24,0.01,0.56,0.01,0.37,0.0,0.37,0.08,0.08,0.11,5.0,-4.0,-0.4,2.42,9.0,27.0,0.01,0.35,3.0,0.71,0.02,0.04
3.0,3.0,0.0,0.6,3.0,0.71,0.03,1.0,0.19,0.0,0.13,1.0,0.18,0.33,0.28,0.72,0.28,0.0,1.0,0.0,1.0,0.0,1.0,0.11,0.18,0.31,6.0,-1.0,1.95,2.76,7.0,8.0,0.0,0.05,1.0,0.95,0.0,0.03
3.0,2.0,0.0,1.08,2.0,0.41,0.07,1.0,0.05,0.0,0.29,1.0,0.22,0.19,0.04,0.96,0.04,0.01,0.99,0.01,1.0,0.0,1.0,0.2,0.22,0.23,1.0,-19.0,-10.25,5.67,20.0,23.0,0.01,0.11,1.0,0.89,0.04,0.13
1.18,14.0,0.0,0.98,14.0,1.78,0.1,6.0,0.16,0.0,0.36,6.0,0.89,0.45,0.01,5.99,0.01,0.0,6.0,0.0,5.82,0.0,5.82,0.55,1.09,0.46,1.0,-7.0,-3.36,3.05,8.0,15.0,0.01,0.13,2.0,0.9,0.06,0.26
1.46,7.0,0.0,1.28,7.0,0.97,0.11,4.0,0.41,0.0,0.46,4.0,0.47,0.2,0.19,3.81,0.19,0.01,3.99,0.01,3.95,0.0,3.95,0.28,0.5,0.22,4.0,0.0,2.33,1.19,4.0,6.0,0.0,0.05,1.0,0.95,0.03,0.16
3.0,2.0,1.0,1.11,1.0,0.32,0.03,0.5,0.65,0.0,0.08,0.5,0.07,0.04,0.02,0.48,0.02,0.01,0.49,0.01,0.45,0.0,0.45,0.06,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.27,14.0,0.0,4.89,14.0,4.26,0.1,1.0,0.22,0.0,0.29,1.0,0.28,0.0,0.14,0.86,0.14,0.01,0.99,0.01,0.59,0.0,0.59,0.16,0.19,0.04,0.0,-3.0,-1.86,1.12,3.0,5.0,0.0,0.19,2.0,0.85,0.01,0.03
2.0,3.0,0.0,1.19,3.0,0.59,0.09,2.0,0.26,0.0,0.36,2.0,0.36,0.08,0.03,1.97,0.03,0.03,1.97,0.03,2.0,0.0,2.0,0.32,0.37,0.08,19.0,0.0,4.45,4.11,19.0,19.0,0.01,0.12,1.0,0.88,0.03,0.09
1.13,7.0,1.0,2.6,6.0,1.87,0.09,0.44,0.5,0.0,0.15,0.43,0.12,0.05,0.13,0.31,0.12,0.01,0.43,0.01,0.26,0.0,0.26,0.06,0.06,0.03,0.0,-2.0,-0.8,0.8,2.0,5.0,0.0,0.13,1.0,0.88,0.01,0.02
2.01,2.0,0.0,0.96,2.0,0.37,0.06,2.0,0.43,0.0,0.51,2.0,0.42,0.21,0.09,1.91,0.09,0.01,1.99,0.01,2.0,0.0,2.0,0.35,0.4,0.17,14.0,0.0,9.64,4.15,14.0,18.0,0.01,0.14,1.0,0.86,0.1,0.28
2.12,5.0,0.0,1.75,5.0,1.23,0.04,0.71,0.07,0.0,0.18,0.71,0.16,0.12,0.63,0.09,0.63,0.0,0.71,0.0,0.49,0.0,0.49,0.14,0.13,0.24,9.0,0.0,6.2,3.21,9.0,13.0,0.01,0.27,2.0,0.75,0.03,0.06
2.64,10.2,0.02,1.53,10.18,2.03,0.03,0.84,0.16,0.0,0.08,0.84,0.14,0.0,0.24,0.6,0.24,0.0,0.84,0.0,0.76,0.0,0.76,0.05,0.14,0.0,11.24,0.0,9.44,2.55,11.24,11.36,0.0,0.25,2.74,0.6,0.01,0.03
1.81,16.0,0.0,4.92,16.0,5.09,0.07,1.0,0.04,0.0,0.28,1.0,0.33,0.0,0.76,0.24,0.76,0.01,0.99,0.01,0.47,0.0,0.47,0.11,0.13,0.05,15.0,0.0,13.12,3.59,15.0,16.0,0.01,0.67,5.0,0.75,0.04,0.08
1.06,14.0,1.0,3.18,13.0,2.32,0.15,0.82,0.22,0.01,0.19,0.81,0.14,0.02,0.08,0.74,0.07,0.03,0.79,0.02,0.32,0.0,0.32,0.07,0.07,0.1,0.0,-4.0,-1.75,1.92,4.0,4.0,0.0,0.08,1.0,0.92,0.0,0.02
1.17,7.0,1.0,2.7,6.0,1.83,0.07,0.5,0.6,0.02,0.1,0.48,0.09,0.0,0.14,0.36,0.12,0.03,0.47,0.01,0.44,0.0,0.44,0.06,0.11,0.04,6.0,0.0,3.48,2.03,6.0,6.0,0.01,0.2,2.0,0.87,0.01,0.02
3.0,15.0,0.0,1.69,15.0,1.8,0.05,0.63,0.84,0.0,0.1,0.63,0.12,0.05,0.11,0.51,0.11,0.03,0.6,0.03,0.55,0.0,0.55,0.07,0.1,0.04,22.0,-1.0,5.55,7.35,23.0,33.0,0.01,0.2,5.0,0.83,0.01,0.03
1.14,7.0,1.0,2.51,6.0,1.63,0.12,0.88,0.23,0.0,0.29,0.87,0.23,0.17,0.16,0.72,0.15,0.01,0.86,0.01,0.38,0.0,0.38,0.11,0.11,0.04,0.0,-3.0,-1.56,1.45,3.0,3.0,0.0,0.06,1.0,0.94,0.01,0.03
2.82,15.0,1.0,3.77,14.0,2.83,0.07,0.88,0.13,0.0,0.23,0.88,0.17,0.02,0.31,0.57,0.31,0.0,0.88,0.0,0.57,0.0,0.57,0.11,0.11,0.06,8.0,0.0,6.67,2.18,8.0,8.0,0.0,0.15,2.0,0.89,0.01,0.03
2.19,15.0,0.0,1.31,15.0,1.65,0.15,3.0,0.19,0.0,0.59,3.0,0.51,0.23,0.52,2.48,0.52,0.1,2.9,0.1,2.0,0.0,2.0,0.31,0.37,0.27,30.0,0.0,16.45,8.48,30.0,53.0,0.02,0.2,3.0,0.81,0.09,0.25
2.63,6.0,0.0,1.57,6.0,1.5,0.06,1.5,0.07,0.0,0.19,1.5,0.29,0.23,0.27,1.23,0.27,0.0,1.5,0.0,1.44,0.0,1.44,0.21,0.34,0.22,26.0,0.0,18.19,8.41,26.0,27.0,0.01,0.25,1.0,0.75,0.03,0.09
1.8,5.0,1.0,1.44,4.0,0.74,0.08,0.71,0.43,0.01,0.15,0.71,0.11,0.13,0.12,0.59,0.12,0.02,0.7,0.01,0.59,0.0,0.59,0.08,0.09,0.14,13.0,0.0,8.75,3.91,13.0,13.0,0.01,0.13,2.0,0.88,0.02,0.04
1.78,10.0,1.0,2.44,9.0,1.98,0.06,0.6,0.51,0.0,0.17,0.6,0.16,0.05,0.21,0.39,0.21,0.01,0.59,0.01,0.58,0.0,0.58,0.11,0.15,0.02,1.0,-7.0,-4.25,3.46,8.0,9.0,0.01,0.21,2.0,0.81,0.01,0.03
1.29,2.0,0.0,0.96,2.0,0.27,0.08,1.0,0.17,0.0,0.2,1.0,0.19,0.08,0.05,0.95,0.05,0.02,0.98,0.02,0.86,0.0,0.86,0.15,0.19,0.08,8.0,0.0,3.61,1.95,8.0,8.0,0.01,0.08,1.0,0.92,0.02,0.11
1.3,11.0,0.0,1.39,11.0,1.12,0.15,2.0,0.19,0.0,0.55,2.0,0.4,0.19,0.27,1.73,0.27,0.02,1.98,0.02,1.75,0.0,1.75,0.34,0.38,0.13,0.0,-9.0,-4.84,2.38,9.0,11.0,0.01,0.08,1.0,0.92,0.03,0.11
1.97,3.0,1.0,1.29,2.0,0.5,0.03,1.0,0.34,0.0,0.2,1.0,0.26,0.03,0.08,0.92,0.08,0.0,1.0,0.0,0.94,0.0,0.94,0.22,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,24.0,1.0,4.92,23.0,5.64,0.07,1.5,0.69,0.0,0.3,1.5,0.34,0.04,0.16,1.34,0.16,0.0,1.5,0.0,1.09,0.0,1.09,0.19,0.23,0.02,1.0,-25.0,-13.51,10.42,26.0,27.0,0.01,0.52,4.0,0.73,0.03,0.06
2.73,5.0,0.0,1.36,5.0,0.79,0.03,0.63,0.81,0.0,0.12,0.63,0.12,0.03,0.22,0.41,0.22,0.01,0.62,0.01,0.4,0.0,0.4,0.09,0.1,0.06,0.0,-15.0,-6.68,5.41,15.0,15.0,0.01,0.22,1.0,0.78,0.02,0.04
2.28,13.0,0.0,1.85,13.0,1.92,0.04,1.67,0.7,0.0,0.18,1.67,0.24,0.02,0.13,1.54,0.13,0.01,1.66,0.01,1.62,0.0,1.62,0.16,0.31,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.55,20.0,0.0,4.17,20.0,4.43,0.12,0.63,0.3,0.0,0.21,0.63,0.2,0.13,0.21,0.42,0.21,0.01,0.62,0.01,0.35,0.0,0.35,0.12,0.1,0.16,10.0,0.0,7.02,2.61,10.0,14.0,0.01,0.3,2.0,0.85,0.01,0.03
1.47,4.0,0.0,1.94,4.0,1.06,0.07,0.57,0.16,0.0,0.21,0.57,0.16,0.06,0.05,0.52,0.05,0.01,0.56,0.01,0.29,0.0,0.29,0.09,0.07,0.08,0.0,-1.0,-0.52,0.5,1.0,3.0,0.0,0.06,1.0,0.94,0.01,0.03
0.64,1.0,0.0,0.96,1.0,0.18,0.09,1.0,0.65,0.0,0.18,1.0,0.19,0.04,0.12,0.88,0.12,0.13,0.88,0.13,1.0,0.0,1.0,0.19,0.23,0.13,0.0,-5.0,-3.03,1.83,5.0,7.0,0.01,0.12,1.0,0.88,0.01,0.04
1.17,16.0,0.0,2.89,16.0,3.45,0.12,2.0,0.15,0.0,0.35,2.0,0.47,0.07,0.09,1.91,0.09,0.04,1.96,0.04,1.59,0.0,1.59,0.24,0.37,0.02,5.0,0.0,3.92,1.68,5.0,10.0,0.01,0.21,2.0,0.81,0.02,0.05
1.59,2.0,0.0,1.04,2.0,0.35,0.05,0.5,0.06,0.0,0.19,0.5,0.17,0.14,0.09,0.41,0.09,0.01,0.49,0.01,0.5,0.0,0.5,0.15,0.16,0.1,0.0,-10.0,-3.22,2.69,10.0,10.0,0.01,0.14,1.0,0.86,0.01,0.05
1.11,4.0,0.0,1.61,4.0,0.93,0.18,3.0,0.13,0.0,0.79,3.0,0.8,0.11,0.42,2.58,0.42,0.02,2.98,0.02,2.5,0.0,2.5,0.57,0.69,0.15,7.0,-1.0,0.84,1.75,8.0,13.0,0.01,0.11,1.0,0.89,0.03,0.12
2.49,22.0,0.0,4.49,22.0,5.51,0.08,3.14,0.49,0.0,0.29,3.14,0.53,0.02,0.07,3.07,0.07,0.01,3.13,0.01,3.13,0.0,3.13,0.23,0.56,0.02,0.0,-6.0,-1.95,1.85,6.0,6.0,0.0,0.14,2.0,0.88,0.01,0.02
3.0,3.0,0.0,1.02,3.0,0.44,0.03,2.0,0.06,0.0,0.3,2.0,0.35,0.11,0.08,1.92,0.08,0.01,1.99,0.01,1.8,0.0,1.8,0.25,0.34,0.1,0.0,-19.0,-4.03,5.23,19.0,19.0,0.0,0.1,1.0,0.9,0.02,0.08
3.0,8.0,0.0,1.56,8.0,1.24,0.05,2.0,0.05,0.0,0.34,2.0,0.35,0.1,0.09,1.91,0.09,0.01,1.99,0.01,2.0,0.0,2.0,0.24,0.32,0.08,0.0,-3.0,-2.08,1.04,3.0,6.0,0.0,0.06,2.0,0.95,0.01,0.07
2.57,8.0,0.0,1.93,8.0,1.65,0.05,1.0,0.07,0.0,0.13,1.0,0.15,0.02,0.3,0.7,0.3,0.0,1.0,0.0,0.85,0.0,0.85,0.09,0.14,0.02,0.0,-18.0,-10.21,4.09,18.0,18.0,0.01,0.3,3.0,0.77,0.02,0.04
1.25,22.0,1.0,6.35,21.0,6.48,0.19,2.33,0.19,0.0,0.6,2.33,0.64,0.0,1.19,1.14,1.19,0.02,2.31,0.02,0.7,0.01,0.69,0.22,0.18,0.03,23.0,0.0,17.61,7.49,23.0,23.0,0.02,0.62,4.0,0.68,0.06,0.11
1.61,10.0,0.0,1.7,10.0,1.81,0.09,1.67,0.09,0.0,0.18,1.67,0.25,0.14,0.14,1.52,0.14,0.01,1.66,0.01,1.67,0.0,1.67,0.17,0.27,0.08,5.0,0.0,4.05,1.21,5.0,7.0,0.0,0.08,2.0,0.93,0.01,0.05
3.0,12.0,0.0,2.36,12.0,2.45,0.1,1.57,0.08,0.0,0.29,1.57,0.34,0.14,0.37,1.2,0.37,0.01,1.56,0.01,0.88,0.0,0.88,0.12,0.15,0.23,6.0,0.0,5.41,1.63,6.0,7.0,0.0,0.05,1.0,0.95,0.01,0.03
2.06,7.0,0.0,1.99,7.0,1.34,0.11,0.88,0.07,0.0,0.21,0.88,0.19,0.06,0.5,0.38,0.5,0.02,0.86,0.02,0.34,0.0,0.34,0.08,0.08,0.08,0.0,-2.0,-0.46,0.84,2.0,2.0,0.0,0.02,1.0,0.98,0.0,0.01
3.0,17.0,0.0,2.79,17.0,4.11,0.07,1.25,0.24,0.0,0.18,1.25,0.28,0.1,0.76,0.49,0.76,0.0,1.25,0.0,1.23,0.0,1.23,0.09,0.18,0.13,15.0,-3.0,4.78,4.28,18.0,50.0,0.01,0.47,4.0,0.66,0.03,0.05
2.78,14.0,0.0,3.74,14.0,3.05,0.14,2.4,0.59,0.0,0.49,2.4,0.49,0.04,0.25,2.15,0.25,0.01,2.39,0.01,1.95,0.0,1.95,0.26,0.35,0.06,4.0,-4.0,0.32,1.96,8.0,16.0,0.01,0.16,1.0,0.84,0.01,0.04
2.31,7.0,0.0,1.68,7.0,1.72,0.09,1.0,0.19,0.0,0.2,1.0,0.23,0.41,0.21,0.79,0.21,0.0,1.0,0.0,0.52,0.0,0.52,0.07,0.11,0.33,1.0,-7.0,-4.07,2.61,8.0,21.0,0.01,0.18,2.0,0.83,0.02,0.05
